n_backing,mean,std
1.4337521755740754,1.5018429154231294,8.022350487539796
1.3717058560278794,1.4736347195946211,7.835202335560545
1.3629316842340224,1.5111884443690824,7.563067196414109
1.390639935635106,1.332608722791548,7.834916759206792
1.4004785344181794,1.5071286568627698,7.773185447000179
1.489397188864354,1.4061440839448585,8.172507580105309
1.3480581864806611,1.3883693308932719,7.982820548205804
1.2948397428751512,1.6728292525548676,7.3958288784073805
1.4279661410244324,1.6327917769839648,7.972480091126815
1.4409511279642033,1.3782720996368985,8.030577968166268
1.4011171124054358,1.3921734970189685,7.889086326000041
1.3290705412083823,1.5718691032946415,7.560183340307772
1.3944872385390665,1.6292261529322776,7.732764959083566
1.4236002795730738,1.522562058032437,7.738427733931843
1.3062609744906435,1.7327075011341795,7.367128917314499
1.349240592549286,1.5997261323677854,7.739978641771479
1.4283982198274021,1.4494427415230071,7.9970127933757675
1.4026010482943092,1.4144647602738512,8.059217838919958
1.3684576082665862,1.418163506184275,7.694243940663464
1.4219604394383922,1.0942668858048277,7.92653921351465
1.3846768771515432,1.520713282293621,7.742689029059428
1.4725030108183548,1.2708659208230093,8.08015760133285
1.3401570903032112,1.4440257315084926,7.876236645147552
1.3245328411409523,1.5697747993458466,7.631307934374479
1.3930764360608643,1.7287028719669377,7.771810809167567
1.377844906710213,1.3052390545339014,7.764550514222548
1.3981706759740349,1.4296630758288245,7.840844672126465
1.3478127551934191,1.4165027490944961,7.770357561423933
1.3862826839318,1.7846196262144691,7.534898102949581
1.3891653899636105,1.6206319798256628,7.6888533635883585
1.3285030013413883,1.6743954421937846,7.478965508639157
1.3638334862839,1.489472443560631,7.857501903671257
1.3825873034139964,1.3557870429109506,7.958233161369109
1.3614187111358245,1.6103502308381996,7.642876986796563
1.4122891276068907,1.3367589286201575,7.843511408178329
1.4010678695029546,1.2017735557118392,7.843430269278759
1.4343512086692516,1.41171772073876,7.972011589612608
1.4872390518540124,1.4536585572640477,8.080706284696934
1.3837376351488533,1.4673040423465324,7.831031315522458
1.3317188366873125,1.4940029856851844,7.669453597632698
1.3893939188959654,1.715574925153425,7.748006123639546
1.3692808687579976,1.402509531664469,7.731857379052457
1.4267590116665327,1.3893825847042693,7.929965325615743
1.3754130224804109,1.3410922789631532,7.862055605466524
1.3802391922939135,1.5537307420901882,7.6454729855238766
1.362517137362429,1.6008677410285221,7.5164443758018775
1.3438757139729112,1.8014319964474355,7.41329953150541
1.3165499112125258,1.7735320798265302,7.322089231946422
1.3891837215767775,1.2733267445170242,8.046647891891167
1.3731487539262017,1.578426602165346,7.834754779508676
1.3391415459692366,1.3909867711614046,7.3801364270109096
1.3811687627995053,1.280042951480854,7.757505558612036
1.4248624704555812,1.3094428088911154,7.988522938567608
1.4900884917480581,1.5246228060106222,8.091373639495796
1.3996266536016777,1.3869088976816828,8.003930676998863
1.327562742578187,1.535441267884339,7.627210783501102
1.3618464204800569,1.5929034737194787,7.7072426684161695
1.3246717385516593,1.4518998319868248,7.631210464506637
1.4887058210461732,1.3074887683241514,8.092864856592492
1.3820182215338985,1.28547383315707,7.934187733459267
1.3452661823438077,1.6404955465445554,7.413352750884645
1.3660252445462218,1.6462384801688514,7.569346067903473
1.3285470298090134,1.8361410902345132,7.336945067625495
1.2726465505675355,1.8084630775089834,7.06538750045935
1.3878337876267128,1.2916108890918996,7.987316190923053
1.34976765219823,1.599819507953404,7.784471379734643
1.3391415459692366,1.3909867711614046,7.3801364270109096
1.3755757470797978,1.4655005956668916,7.730211320714419
1.4229721263530695,1.2773214712447412,8.010568471516233
1.4997445986802225,1.3806350181045912,8.235443146960177
1.3972682841738322,1.409427571722772,7.96269715725727
1.3237767374205236,1.563295096133082,7.675821950515861
1.3251288850135459,1.736339580294582,7.5288172341170885
1.3332814439155982,1.642163855156595,7.530748097445661
1.4401195303221985,1.2939742799525378,8.00844149785112
1.4076954606959575,1.1365065795881562,8.054525304895098
1.3480246671380036,1.5608095334700778,7.3385189775806765
1.3806309339515628,1.5349477596967658,7.68712227414465
1.348938562946962,1.69240715587604,7.567091094818008
1.3298553118322873,1.5612746751651665,7.517323303693003
1.4412681438902337,1.2689780794610552,8.176840720050688
1.3531102104301553,1.5078832491941963,7.934404849160402
1.3496075171018127,1.4218709029524896,7.47106008734615
1.3214061634096068,1.5314803625039717,7.414006788030327
1.4860401558192393,1.1856976448602758,8.321132416510792
1.4219919730460597,1.5774446354575313,7.861871650465481
1.3760428907973827,1.6051458361452193,7.761428778401145
1.3538333484819742,1.5657607622708063,7.808242755293377
1.3654703967149944,1.49107449982715,7.771302269005446
1.320685001654409,1.7000146850455897,7.560218877063241
1.4264816806029612,1.4171111673953931,7.848391562336169
1.4116814510383902,1.1879161865064627,8.059985753236269
1.3812148223551228,1.4703745573415345,7.64670473209581
1.3678064161071701,1.544067168865953,7.56166750217689
1.3613076647862776,1.7360592401315116,7.627377620360311
1.286906416910697,1.6575984334049598,7.117892461214955
1.3903641903960196,1.375739670662885,7.910839778550798
1.3589548501628665,1.5278130221533701,7.922230667229968
1.357371238457193,1.500024327007465,7.722013023007228
1.3064944609875428,1.7223752805345078,7.519262659161855
1.4737341067834813,1.2293411566990688,8.25700706614756
1.4719643228055481,1.4992186646853263,8.164510508549723
1.3738562837216468,1.68850752270368,7.7190441475723395
1.3594833966442168,1.4417735917327905,7.947696815653154
1.408770416916935,1.3066691785504374,7.937815413970405
1.3477957002270486,1.5499568751285417,7.69626969995423
1.394360802325017,1.4138854855789083,7.743586127465782
1.376362626918331,1.3088112538190233,7.873089373195306
1.4077004378912137,1.60986378690403,7.532037517154345
1.3356237642382898,1.5252144930463123,7.350404891088771
1.3532916262598687,1.7234351801382557,7.6137955027876
1.3318932148196259,1.6928049708091704,7.4673539003107345
1.4027881528816792,1.4364571823574173,7.958521761121678
1.352191234208955,1.5537725516166225,7.877944005271127
1.3325047108413244,1.4462001113697749,7.648114570889175
1.3072709010158527,1.669145340858486,7.477765824458726
1.4549676585734856,1.2309946821594568,8.287730315723223
1.4394926032849815,1.497344556909488,8.123642435315768
1.410838298849469,1.6847201855282379,7.940858537589598
1.3910899755818689,1.5503740046989511,7.955981611018793
1.4218901873846432,1.2919974290146445,8.04839215080918
1.3584149550108853,1.51764582588942,7.744726411223601
1.4179553991051257,1.2947275009340034,7.822302824398932
1.368457863968889,1.39918245444503,7.737736487506768
1.4185252418824796,1.5474852615955266,7.650880728490841
1.3498771701870342,1.5249431255723433,7.529795447755115
1.352057342784229,1.7294130999642,7.605614355428319
1.3752287292968586,1.5421060475810309,7.684249583090634
1.3797018019072025,1.3661784388192655,8.106075281305285
1.3627538426712884,1.3935843338997131,7.9859244074108355
1.3278984746794102,1.572460796751911,7.546198197560619
1.2875747939356434,1.7765215953769453,7.361042872133763
1.4497416521114639,1.2353753019022733,8.28297425562723
1.4154015978590067,1.4696377112343082,8.066774241799456
1.4349839984229955,1.7452986838729745,7.988630147229919
1.3580585566683896,1.4036880024230325,7.931412719705165
1.4096873427481362,1.3399950334419628,7.833283092459543
1.3393661574035933,1.5811342770600714,7.646774780248069
1.412172888058659,1.3062438614945486,7.824744767933568
1.3665833577254718,1.4218589279351512,7.692397732865397
1.3840386034887668,1.5504576281345384,7.6806471966738465
1.3531303619108501,1.538476559347523,7.5944680409134
1.3469285028422084,1.6472188286173826,7.565718554022565
1.3810833592019884,1.542839936944043,7.692873287453628
1.3490253965914671,1.4985340066685586,7.858021409718077
1.355512252055506,1.5268914755260208,7.825517412541767
1.3791344481214385,1.3949717587488282,7.61441454051689
1.3007580300102426,1.7067870482715461,7.467724468842469
1.395155599383112,1.410492032779819,7.896034512970348
1.5151540411423459,1.3253783183031516,8.54341616235185
1.4422480735366405,1.4353332843484758,8.055520363954148
1.3969374629660147,1.4589417398537323,7.950003589242872
1.4044144918480055,1.4881243480109538,7.732102640806016
1.3487279501870622,1.5539801417181232,7.740547124088878
1.3863020401188124,1.3817105442643247,7.733473828101807
1.3263153134843555,1.499724510725886,7.468076436895924
1.3757423078802453,1.6256735108292166,7.592157657805028
1.3262669834637222,1.4452676533030644,7.379740136459344
1.3601760181175409,1.64648670340745,7.653461338933544
1.409188810398839,1.4793969191073861,7.942468584461688
1.3758802841774114,1.3910923772045916,7.827071531528192
1.3314871979253877,1.5605141449030553,7.71269321318971
1.3907413467859173,1.3582720065749587,7.674050147355924
1.2800594671893264,1.7314570376468563,7.242555915171455
1.395855180627123,1.4046462446067267,7.875303894916943
1.4661209894529579,1.3865455019822455,8.254296419049641
1.4366679788989039,1.5183402585669497,8.01211533505365
1.3978876661065645,1.4611348900515913,7.953460300082172
1.3846710690193784,1.6231325336599147,7.698059049003758
1.32029646639266,1.7269972992767677,7.8594590808642275
1.4188367550562837,1.2452550482968894,7.7763638161536175
1.2962424455711234,1.443726988267858,7.3885257820369015
1.3969822553689888,1.4847860793554342,7.762924591789299
1.2782681031400682,1.6650536631098665,7.290968874509398
1.3745198263205036,1.5475824502522202,7.683008590956672
1.3780368701761823,1.524019695907733,7.80210752147545
1.368914427569372,1.2839550173965888,7.798531085229352
1.361233413224559,1.5599042782556736,7.837537351968659
1.4021500599983148,1.3287824896302374,7.713837336277772
1.3045299183043155,1.644535666629346,7.391827871575081
1.3847703868115255,1.4294956178262512,7.862860197194875
1.4264786296667782,1.378490991616261,8.02780832009265
1.448358183051616,1.2899795000017302,7.93511382929096
1.4060449278832539,1.468872488179482,7.988267053027515
1.3836376986007402,1.6719181901840865,7.628617045952656
1.3634392688491108,1.5982585925617738,7.90558907848901
1.4613835313641894,1.3119672252956698,8.064871005356835
1.3523754773209646,1.4053657128214665,7.639880977710172
1.3607593058231144,1.6109680032617677,7.591515836405242
1.2806909989983626,1.6605549502334462,7.297715779477237
1.3579289342765961,1.7301788605810238,7.679781796003231
1.4020633406278236,1.532072605629442,7.8260842900791125
1.4049548058060408,1.1718477864956798,8.116841895822322
1.363045612003565,1.6176834928937252,7.899002486440606
1.4400872747571798,1.2694207736475955,7.834850917866143
1.3144442624901311,1.6264542452491921,7.432211918164058
1.4082366265395414,1.3339743937640787,8.023610446467151
1.378158500976649,1.5044382707977808,7.991427182266728
1.416303354236852,1.4439695689976495,7.790828739377749
1.3736297909206425,1.4961860844584427,7.8223381534016
1.384547800848422,1.6587989994652423,7.645528036750739
1.3730358512697454,1.5644529374160632,7.902237078947794
1.478861509093597,1.315804346139707,8.101050663356977
1.3286233334003092,1.4820031461969678,7.518639020695369
1.3792473105642082,1.4557799529617863,7.680601767456588
1.3704489950520578,1.4434390187391266,7.694266430673677
1.3201323430027396,1.6444359264333772,7.49194969696727
1.4561001519976764,1.4144291420605122,8.13560015074505
1.398831396669381,1.2688105951316477,7.93456805869086
1.3377586694260735,1.613206055487391,7.887855424091194
1.4311418201647628,1.2852484369373784,7.798625533798615
1.3400237256234107,1.5907132653909335,7.6486832162968605
1.43378488070294,1.2598397117081892,8.244914390077575
1.3978647551014143,1.4009291713926864,8.06294027430313
1.445037925174696,1.5171447338126258,7.808205089092992
1.358425249442335,1.4795376307544919,7.960047773193243
1.3827692829508194,1.6957627198782566,7.591360029441152
1.3789352411724,1.5412121094324318,7.994953384948737
1.436328408951045,1.3607244385609787,7.9419499948484535
1.3715827139708474,1.4391663837784274,7.562837057673509
1.3754535424840921,1.5012158932199855,7.678922203581593
1.3607519163362936,1.4272062615103032,7.678664725417001
1.343319520580895,1.5714704629596128,7.623933326052527
1.3756015718684385,1.4698852300807936,7.807685844826542
1.4226763686241979,1.1791260790830393,8.024255490419637
1.3783354145544793,1.5268827426957474,7.773007363586807
1.4382711563620152,1.344443571283431,8.030447120621524
1.2898531997692082,1.5863051428449446,7.44026126603147
1.4064041376720446,1.3624214045965666,8.076208515727055
1.3826723081530625,1.4585286672243003,7.98669767190785
1.4123641572429986,1.5193083026852179,7.910268653142423
1.3736021108591392,1.432896137758164,8.039390241451224
1.386250493805931,1.50526612207441,7.766508277955781
1.3533077250741639,1.719556720001,7.68738473263449
1.4305381061752265,1.3553555443432672,7.951668491808327
1.3955025523550668,1.3898989832601245,7.581049148725401
1.3493549124373236,1.4678418526496821,7.781338953808771
