n_backing,width
2.2146632320688857,7.115370171472353
2.1688466747820594,7.045625010291203
2.203036011375594,7.027904315062136
2.214904704431916,7.09734082395841
2.2428158308125163,7.078700396344691
2.2421239606246677,7.118754124060798
2.224445025391818,7.089811208947166
2.2069402370596465,7.034982695318649
2.2636960564128192,7.066301789641557
2.233243457862912,7.284292621760809
2.3215851774857788,7.326361719679022
2.314652856790978,7.283034063185307
2.207768214019784,7.275116990592367
2.2152526416603724,7.066571125026891
2.267711830181945,7.207103110311134
2.2738361644015277,7.05742018847724
2.204480547919452,7.132634100067344
2.1760742379425118,7.041559151349997
2.2476385946483615,7.054941660558981
2.208199239945096,7.027735803251844
2.2857822961661873,7.1200513331927064
2.245738094839247,7.222806790732297
2.230355458214343,7.103155234519942
2.213748060615601,7.0792318305247415
2.283078548968807,7.081655086231393
2.204985403086826,7.196075146748728
2.229396629179028,7.200165146008159
2.3191461128085833,7.30312009574758
2.214939189495593,7.191537734255359
2.212823183027358,7.096762627452569
2.2770902879618777,7.135548085321425
2.2678755211382375,7.070703802798901
2.2111012088147115,7.08670670042291
2.1814890933975417,7.172994311919384
2.229832724026705,7.0615805309271655
2.2246947165983744,7.030475378849106
2.3138709273973204,7.1376556239330995
2.2195127307921894,7.2447758392916315
2.2137906921313157,7.064799396852948
2.216934711149837,7.113366461759846
2.2273681825939105,7.034211090907046
2.2152836241169114,7.111584833074092
2.2315838853670438,7.217441035993702
2.326274756622294,7.348612853239469
2.2237104632196543,7.182872423637323
2.210852016286651,7.166411184291404
2.255013243174446,7.093041748171463
2.263980757339903,7.085038266085326
2.286624907987368,7.186035898347875
2.2123661669235495,7.1561484371831225
2.226458670087462,7.057188142805627
2.2169184283660557,7.014311452793953
2.291712609106326,7.120933224266618
2.212542266182926,7.250420343142325
2.228828664719206,7.092691288746076
2.2162281039844376,7.134527522212255
2.235305460793431,7.079719367761474
2.2524295822647717,7.118692794953298
2.2468753254953793,7.257453477981739
2.275621262823213,7.259327080481459
2.253616360260132,7.187811886766111
2.215376691199667,7.143531782503871
2.2644526303204726,7.071211070157146
2.208197715430945,7.093449221658304
2.254630159764491,7.180387488369578
