n_backing,mean,std
1.4305613515899935,1.3182688171860157,8.091235428931537
1.4557783810473186,1.155843116134376,8.17722944994416
1.454239690444326,1.2924330470195937,7.971198922339971
1.4223418672637824,1.4382392033008293,7.906018027196357
1.4276760011499414,1.0342995090887812,8.37267338953825
1.37248063693438,1.2715729173121708,7.875653894102206
1.4060810993610287,1.2671881378078282,8.24255366476528
1.3870606705593225,1.448722809121645,7.850394893202627
1.4639245431488879,1.0926652524538698,8.114296944406263
1.4787335239561985,1.0635097320699753,8.148941357945354
1.520192711437757,0.9697472899516004,8.634765262862471
1.4330399441692432,1.3627752192809397,7.918682013345451
1.486241250861547,0.954304703167614,8.381474560105106
1.4136594194159298,1.3391515262973257,7.8545120825047485
1.4221994948071242,1.4555926353167146,7.872410832713291
1.4553958526523492,1.3263094708051035,8.093457870621378
1.4328469034281328,1.3325563469189305,8.122314719826825
1.4593958299782277,1.1169462715721632,8.23891459981057
1.4608410260259885,1.2556402211955018,8.005179714783399
1.439237181114205,1.4637374216999848,7.874313955150462
1.4361948495953607,1.0866694207216847,8.212576360455518
1.3712277746926285,1.2919427096613942,7.817864848759039
1.405826443883304,1.2889245710790869,8.178346182795227
1.4139248880849729,1.3344102345022406,8.013467837069795
1.464175021548204,1.037404788674683,8.071625079165655
1.447347767852111,1.2424128179427798,7.934284114434228
1.4488946167482186,1.1718978567304084,8.132782891307084
1.4464351482595343,1.1852112589653816,8.23836652107332
1.412431599292068,1.1320060589491285,8.074875872968116
1.4130760959753634,1.2245386660754298,7.900180439753144
1.4206016247868911,1.5259588587882509,7.631515662707784
1.4407841840823858,1.2944882767925738,8.061430045929473
1.455059860211395,1.307831985149746,8.152914443359025
1.4359460113565568,1.1639256818780734,8.230697579949437
1.4691996268636824,1.0540549753544837,8.271523409053698
1.456854107289682,1.3283255560760554,7.987621326165404
1.4484655025838313,1.0252377933456798,8.350531647269598
1.3582454747841706,1.325212551890725,7.742891707093011
1.4365061077071488,1.1972244499870845,8.17837458492415
1.4224237915400082,1.2613216011316533,8.113659445796062
1.4590483515278159,1.0242433514211027,8.000386932409455
1.4430328350841206,1.2465167615852115,7.973623005529178
1.4529396274889046,1.0626528363933607,8.255469348519734
1.4474029738335814,1.0858238623752619,8.27785147797163
1.4293596432905051,1.1824483840952118,8.01139998011092
1.4222852058380964,1.1663904722937757,7.68358613893737
