============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.2690E+02  1.9952E+02  2.4569E+02
0000002   1.4757E+02 -1.3201E+02 -3.9964E+02
0000003   1.6744E+02  1.5338E+02 -7.2075E+01
0000004   3.1741E+02 -2.0773E+02  1.6705E+01
0000005   4.4990E+02  3.9168E+00 -1.9897E+02
0000006   4.0791E+02 -2.2495E+02 -1.3544E+02
0000007   2.3397E+02 -1.4098E+02 -8.4357E+01
0000008   3.6885E+02  1.0149E+02  1.3350E+02
0000009   4.2795E+01 -5.5889E+01  1.0367E+02
0000010   3.5488E+02 -1.4145E+02 -1.4945E+01
0000011   3.1631E+02  4.2930E+01  7.1709E+01
0000012   3.7637E+02 -9.3819E+01 -3.6676E+02
0000014   1.8063E+02  1.7689E+02  1.0974E+02
0000016   4.8859E+01  5.5703E+01 -2.6150E+01
0000017   3.8167E+02  1.1188E+02  5.8304E+01
0000018   2.3938E+02 -2.8030E+02 -3.4521E+02
0000019   3.6191E+02  5.8252E+00  2.6340E+02
0000020   4.3809E+02 -2.7163E+02  3.9340E+01
0000021   3.6159E+02  4.7634E+01 -1.2834E+01
0000022   1.8320E+02  3.1259E+02  5.6906E+01
0000023   3.1053E+02  2.1780E+02 -1.8601E+02
0000024   6.9950E+02  1.0481E+02 -1.6467E+02
0000025   5.1081E+01  2.1476E+02 -1.0353E+02
0000026   1.7954E+02  9.7662E+01 -1.8526E+02
0000027   2.1392E+02 -1.6711E+02  8.9429E+01
0000028   1.4348E+02  1.0699E+02  1.8311E+02
0000029   4.3279E+02 -1.1642E+02 -1.5247E+02
0000030   3.4600E+02  1.7877E+02  5.9799E+01
0000031   4.5331E+01 -1.3275E+02 -1.2924E+02
0000032   6.5842E+02 -3.8993E+01  2.8652E+02
0000033   3.2386E+02  7.6801E+01 -6.3733E+01
0000034   1.9960E+02 -2.2596E+02  1.1781E+02
0000035   4.8352E+02  2.2026E+02  4.3173E+02
0000036   3.4096E+02  6.4432E+01  8.5838E+01
0000037   3.7522E+02  2.7894E+01 -2.0738E+02
0000038   4.6082E+02 -8.8476E+01  1.5699E+02
0000039   1.5771E+02  3.4392E+02  6.7471E+01
0000040   2.9549E+01 -1.6111E+02 -1.9166E+02
0000041   4.4410E+02 -1.0113E+02  1.2898E+02
0000043   4.4182E+02 -3.1666E+02  3.2269E+02
0000044   2.5477E+02  7.7352E+01 -8.9162E+01
0000045   5.8966E+02  1.9443E+01  2.0263E+02
0000046   2.4172E+02 -3.0607E+02 -6.9098E+01
0000047   2.2557E+02  2.1006E+02  7.6062E+00
0000048   1.1331E+02 -1.2484E+00 -1.4499E+02
0000049   2.9624E+02 -1.0996E+02 -2.1483E+01
0000051   2.4468E+02 -4.7315E+01  9.1789E+00
0000052   4.5013E+02 -1.2292E+02 -8.8971E+01
0000053   1.3389E+02  1.0880E+02  1.2212E+02
0000054   2.2404E+02  1.8701E+01 -2.8916E+02
0000055   1.0878E+02  9.1300E+01 -1.2837E+02
0000056   1.0580E+02 -8.9935E+01  2.2249E+02
0000058   3.6914E+02 -1.4359E+02 -2.9008E+01
0000059   8.1562E+01  9.7306E+01 -3.1224E+01
0000060   5.0159E+02  6.0983E+01 -6.3999E+01
0000061   6.1708E+01  1.8075E+02  2.3906E+01
0000062   3.9022E+02 -2.4168E+01 -3.1659E+02
0000063   4.3838E+02 -1.8725E+01 -1.4685E+02
0000064   1.3645E+02 -5.9902E+01 -1.5711E+00
0000065   2.3599E+02  1.3268E+01 -1.6894E+02
0000066   3.1897E+02 -9.3524E+01  3.6889E+02
0000067   2.1800E+02 -2.1886E+02 -2.5052E+02
0000068   2.4423E+02 -3.1724E-01 -2.1086E+02
0000069   2.4185E+02  7.9608E+01  2.6459E+02
0000070   3.2245E+02  2.2289E+02  1.7498E+02
0000071   4.1881E+02 -3.8273E+02 -1.8884E+02
0000072   6.3206E+02  5.6519E-01  1.1605E+02
0000074   4.4679E+02 -1.9881E+02  6.5196E+01
0000075   1.9276E+02  1.4879E+02  4.7821E+01
0000076   1.5497E+02 -1.5204E+02  1.7535E+02
0000077   3.5296E+02 -1.3625E+02  1.6658E+02
0000078   3.6277E+02  8.2461E+00  1.0114E+02
0000079   4.0637E+02 -4.9608E+00 -1.2787E+01
0000080   3.2436E+02  2.2726E+02  1.9753E+02
0000081   3.1465E+02  3.3169E+01  5.5866E+01
0000082   2.6749E+02  4.3450E+01 -1.4534E+02
0000083   1.4844E+02  2.5036E+01  2.2396E+02
0000084   4.3338E+02  1.5549E+02  3.0365E+02
0000086   1.2792E+02 -5.9855E+01  1.1083E+02
0000087   5.1413E+02 -8.4925E+01 -4.4369E+02
0000088   3.6745E+02 -3.5974E+02  2.6493E+02
0000089   7.8338E+02  1.7447E+00  2.6395E+02
0000090   2.7959E+02  9.6045E+01 -1.1415E+02
0000091   3.0089E+02 -1.7086E+02  1.1975E+02
0000092   4.4586E+02  1.2241E+02 -1.1791E+02
0000093   3.8069E+02  1.5450E+02 -7.5927E+01
0000094   2.0778E+02  9.2929E+01  1.2491E+02
0000095   3.9745E+02  1.5222E+02  8.8392E+01
0000096   4.3675E+02  2.6439E+02 -1.5875E+01
0000097   1.4840E+02  1.5786E+02 -6.1155E+01
0000098   2.2137E+02 -3.1625E+02  3.3527E+01
0000099   4.2323E+01 -6.7494E+01  1.5390E+02
0000100   8.3317E+01  1.5527E+02  1.9593E+02
0000101   6.2515E+00 -1.6698E+02 -1.6995E+02
0000102   2.1131E+02 -3.9295E+02 -5.2239E+01
0000103   4.0885E+01  6.0714E+00  2.6190E+02
0000104   3.5184E+02 -8.3084E+01 -1.1401E+02
0000105   1.9223E+02  1.5024E+02 -3.0280E+02
0000106   5.5251E+02  1.6310E+02 -2.9594E+01
0000109   3.2180E+02  1.0643E+01  2.9118E+01
0000110   3.7754E+02  1.8332E+02  5.1130E+01
0000111   3.6737E+02 -2.2954E+02  1.4515E+02
0000112   1.6901E+02 -8.7706E+00  1.7753E+01
0000113   2.5456E+02 -5.1186E+02 -2.1328E+01
0000114   5.7693E+02  1.6427E+02 -2.0509E+01
0000115   4.9865E+02  2.5395E+00  1.4679E+02
0000116   1.6502E+02 -1.3051E+02  1.6981E+01
