============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
0000112   3.9916E+02  3.4597E+02 -3.4866E+02
0000113   6.4960E+02 -3.1729E+02  7.7174E+01
0000114   3.9487E+02  1.3986E+02  2.9355E+02
0000115   5.0711E+02 -1.5129E+02  2.8167E+02
0000116   1.4659E+02  1.0963E+02  6.7172E+01
0000117   1.4574E+02 -4.2401E+01  6.0900E+00
0000118   2.4422E+02  2.1878E+02  4.5789E+02
0000119   1.8902E+02 -1.4153E+02  2.0116E+02
0000120   1.4794E+02 -1.7187E+02  2.6535E+02
0000121   3.1705E+02 -5.1006E+01 -1.9550E+02
0000122   3.6566E+02 -2.6231E+02  6.8281E+01
0000123   1.5503E+02  2.0146E+02  3.2273E+02
0000124   1.5747E+02 -2.4833E+01 -8.7148E+01
0000125   7.3425E+02 -1.3166E+02 -1.6570E+02
0000126   4.9992E+02 -2.7518E+01 -1.1814E+02
0000127   2.2499E+02  2.4575E+01 -1.9970E+01
0000128   4.4269E+02  1.7540E+02  1.0946E+02
0000130   2.7640E+02 -5.6223E+01  1.7754E+02
0000131   3.2384E+02 -3.2074E+01 -2.0680E+02
0000132   5.1613E+02 -7.2021E+01  1.1621E+02
0000133   4.6898E+02 -5.3907E+01  8.9045E+01
0000134   2.3634E+02  1.2873E+02  2.9006E+02
0000135   5.0429E+02  1.0423E+02 -1.7142E+02
0000136   2.8806E+02  2.5986E+02 -1.0670E+02
0000137   7.4130E+01 -1.3444E+02  2.3207E+01
0000138   2.0639E+02  2.0072E+01  8.0563E+01
0000139   2.2077E+02 -6.6726E+01 -5.6618E+00
0000140   3.8110E+02  5.0936E+01  4.2010E+02
0000141   1.5280E+02  4.9794E+01  1.7840E+02
0000142   1.6010E+02  2.2232E+01  1.4661E+02
0000143   1.9865E+02  1.4871E+02  4.5226E+01
0000144   2.4372E+02  1.7384E+01 -3.8790E+01
0000145   1.6638E+02  2.5485E+02  4.4648E+01
0000146   2.7313E+02  6.7354E+01 -2.4478E+01
0000147   3.4514E+02 -1.7548E+00 -1.4354E+00
0000148   2.6465E+02 -4.5282E+01  2.6287E+02
0000149   2.3654E+02  1.8802E+02  1.4412E+02
0000151   3.6366E+02  1.8204E+02 -8.3472E+01
0000152   1.0251E+02  1.5644E+02 -2.8756E+02
0000153   1.7471E+02  1.6765E+02 -3.0165E+01
0000154   3.4700E+02  3.5248E+02 -2.0352E+02
0000155   5.2745E+02 -3.4075E+02 -8.0383E+01
0000156   1.7885E+02 -1.0326E+02  7.6636E+01
0000157   3.2063E+02  3.4895E+02 -8.7892E+01
0000158   1.8558E+02 -3.3215E+02  2.2374E+02
0000159   2.9199E+02 -1.2858E+02  1.0470E+02
0000160   9.6250E+01  7.7153E+01 -5.2265E+01
0000161   4.6156E+02  1.0615E+01  7.2543E+01
0000162   1.6290E+02 -2.2095E+02 -3.0832E+02
0000163   1.4357E+02  3.7152E+01  4.0139E+02
0000165   1.7624E+02 -1.0297E+02 -1.4864E+01
0000166   9.6393E+01 -5.5559E+00  9.2609E+01
0000167   6.6353E+01 -5.1440E+01 -4.9072E+01
0000168   2.0333E+02 -8.8845E+01 -1.6791E+02
0000169   3.2895E+02 -3.4953E+01  1.7744E+02
0000170   2.7246E+02 -1.2678E+02 -1.6653E+02
0000171   2.7561E+02  1.2099E+02 -6.0570E+01
0000172   4.0815E+02  1.6864E+02  2.2189E+02
0000173   1.2316E+02 -1.6968E+02 -1.8535E+02
0000174   3.8754E+02  2.4290E+02 -1.1450E+00
0000175   9.1260E+01  1.3369E+02  9.8388E+01
0000177   4.3212E+02 -1.4301E+02 -2.9269E+01
0000178   4.4559E+02  2.9480E+02  9.3597E+01
0000179   1.6229E+02 -1.9417E+01  3.2110E+02
0000180   1.8369E+02 -1.0864E+02  1.7477E+02
0000182   2.9350E+02  3.0443E+02 -1.3133E+02
0000183   1.8416E+02 -2.6984E+02  1.3366E+02
0000184   1.5477E+02 -1.0573E+02  8.9134E+01
0000185   4.3631E+02 -5.5021E+02  1.6506E+02
0000186   7.3298E+02 -3.7177E+01  1.9232E+02
0000187   2.5172E+02  2.4496E+02  5.2431E+02
0000188   2.9970E+02  4.1398E+01  2.0668E+01
0000189   3.5473E+02  8.6610E+01 -3.3389E+02
0000190   3.0363E+02  3.5784E+01  8.8826E+01
0000191   2.8292E+02  1.6004E+02 -1.8608E+01
0000192   2.2229E+02 -3.2924E+02  3.9424E+02
0000193   5.4271E+02 -1.7123E+02 -1.3378E+01
0000194   1.7070E+02  7.1314E+01 -1.7592E+02
0000195   1.6917E+02  1.4184E+00  2.8932E+02
0000197   3.6794E+02 -1.4757E+02 -8.5936E+01
0000198   1.5781E+02  3.2476E+00  3.1041E+02
0000199   1.6864E+02 -6.8587E+01  1.8844E+02
0000200   2.3129E+02  7.5463E+01  8.5550E+01
0000201   4.1066E+02 -4.6071E+01  5.8990E+00
0000202   1.5294E+02 -2.5568E+01  4.5878E+01
0000203   6.1511E+02 -1.1125E+02  6.9762E+01
0000204   4.0187E+02  9.4666E+01 -1.9931E+01
0000205   9.0081E+01 -1.0501E+02  6.6102E+01
0000206   2.3520E+02  1.2907E+02 -1.8911E+02
0000207   2.7924E+02  6.7399E+01  2.2084E+02
0000208   3.3854E+02  1.5334E+02  7.7314E+01
0000209   4.4455E+02 -2.0861E+01  1.2797E+01
0000210   1.8504E+02  3.3234E+01  1.9124E+02
0000211   5.6663E+02 -7.5605E+01 -1.3307E+02
0000212   2.5091E+02  2.1159E+02  4.0196E+01
0000213   4.5568E+02  5.3135E+01 -2.5279E+01
0000214   1.4119E+02  1.0851E+02 -3.7347E+02
0000215   1.1781E+02 -4.5448E+01 -2.0102E+02
0000216   2.1964E+02 -2.0454E+02 -1.7035E+02
0000217   2.2657E+02 -1.4239E+02  3.4049E+02
0000218   4.6036E+02  8.5395E+01  2.2637E+02
0000219   3.7171E+02 -5.0546E+01 -1.1362E+02
0000220   2.7091E+00 -2.6602E+02  1.8706E+02
0000221   5.0964E+02  1.5640E+02  3.0057E+02
0000222   3.5547E+02  5.3349E+01  2.8897E+02
0000223   2.0806E+02  2.0408E+01 -4.1994E+01
0000224   1.7285E+02  4.3280E+01 -1.1214E+02
0000225   2.1855E+02  8.9999E+01  1.1510E+02
0000226   1.7867E+02  7.6752E+01 -9.7012E+01
0000227   4.1809E+02  1.7075E+02 -1.4125E+02
0000228   2.6546E+02  5.4547E+01  2.9806E+01
0000229   4.5432E+02  3.7613E+02 -3.9011E+02
0000230   2.6801E+01  5.0735E+01 -9.9502E+01
0000232   5.6806E+01 -1.6036E+02  1.8709E+02
0000233   1.2913E+02  4.2364E+01 -2.9183E+02
0000235   2.3621E+02  6.6503E+01  1.1826E+02
0000236   1.0878E+02  4.2803E+02 -8.2147E+01
0000237   2.9077E+02  1.5283E+02  1.8871E+01
0000238   1.3508E+02  7.4911E+01  4.9190E+01
0000239   1.9393E+02  1.8377E+02  3.1745E+01
0000241   1.6241E+02  1.8354E+02  7.7179E+01
0000242   4.1856E+02 -1.5584E+02 -4.6358E+01
0000243   4.4506E+02  2.8445E+02  3.1115E+01
0000244   1.6794E+01 -2.2897E+02  2.8709E+02
0000245   3.2811E+02  5.6832E+01  4.5375E+00
0000246   2.8174E+02 -1.8332E+02 -2.3680E+02
0000247   4.2240E+02 -2.4234E+02  4.5718E+01
0000248   3.7415E+02  1.1496E+02  6.9010E+01
0000249   6.3851E+02 -1.7654E+02 -1.2292E+02
0000250   3.1160E+02  1.4182E+02  7.5923E+01
0000251   2.5676E+02 -3.9604E+02 -2.4741E+02
0000252   1.0950E+01  3.5885E+02 -1.0935E+02
0000253   2.4395E+02  5.1806E+01  2.7353E+02
0000254   4.6794E+02 -1.3018E+02  1.4812E+01
0000255   2.8799E+02  1.9193E+02  7.5237E+01
0000256   4.4870E+02 -6.0292E+01 -5.0978E+02
0000257   2.0097E+02 -1.5223E+02 -9.8597E+01
0000258   8.5872E+01  6.7808E+01 -1.6259E+02
0000260   3.1430E+02  7.3256E+00  1.9316E+01
0000261   4.6812E+00 -2.7810E+02  3.4499E+02
0000262   2.8798E+02  5.0657E+01 -2.3984E+02
0000263   6.0275E+01 -1.9350E+02  6.6699E-01
0000264   3.1928E+02 -5.9061E+01  1.3874E+02
0000265   4.4116E+02 -8.7434E+01  1.9773E+02
0000266   1.4640E+02  1.5697E+02 -1.1910E+02
0000267   3.3847E+02 -3.4046E+01 -4.2283E+01
0000268   2.7632E+02 -4.2584E+01 -2.0078E+02
0000269   1.5354E+02  1.7535E+01 -2.6407E+01
0000270   4.4232E+02  4.1759E+01  2.5846E+02
0000271   3.5357E+02 -9.7966E+00 -1.4461E+02
0000272   4.5874E+02  2.2410E+02  3.3438E+02
0000273   2.7015E+02  1.5456E+02 -1.1782E+02
0000274   4.2830E+02  9.4698E+00 -2.1871E+02
0000275   4.1086E+02 -2.3870E+02 -1.6986E+01
0000276   2.9478E+02  2.9301E+02 -1.1973E+01
0000277   2.7596E+02  1.9844E+02 -1.1583E+02
0000278   1.9454E+02 -7.1479E+01  3.1750E+02
0000279   2.8592E+02  1.4084E+02 -1.3235E+02
0000280   1.5827E+02  7.2181E+01  3.4967E+02
0000281   3.5468E+02  1.3476E+02  7.2414E+01
0000282   3.8445E+02 -1.7912E+02  5.3103E+01
0000283   3.3809E+02  5.5656E+01 -6.2707E+01
0000284   4.0971E+02  1.2820E+02  3.8777E+02
0000285   4.2176E+02 -1.4041E+02  1.2149E+01
0000286   5.8726E+02  1.4554E+02  2.3439E+02
0000287   7.2572E+01  1.1864E+02  1.2969E+02
0000288   4.5757E+02 -2.7751E+02  1.2854E+02
0000289   2.3671E+02 -1.6152E+02  8.0186E+01
0000290   3.2889E+02  8.9679E+00 -1.5970E+02
0000291   3.8896E+02  2.5466E+02 -6.6356E+01
0000292   3.1599E+02  1.2183E+00  2.8390E+00
0000293   2.0071E+02 -1.1458E+01  6.9967E+01
0000294   3.5203E+02  3.7713E-01 -4.3861E+01
0000295   6.9413E+01  2.4300E+02 -3.3609E+01
0000296   3.6811E+02 -3.2490E+01 -2.4294E+02
0000297   3.6345E+01 -1.8070E+02 -1.4489E+02
0000298   4.0111E+02 -1.3090E+02  5.8048E+01
0000299   1.7289E+02  6.1548E+01 -1.9330E+01
0000300   1.0976E+02  2.4463E+02 -5.1153E+02
0000301   2.0678E+02  3.7554E+01  2.3471E+02
0000302   4.8407E+02 -4.8623E+01 -9.9447E+01
0000303   2.5061E+02  4.7320E+01 -3.2050E+02
0000304   2.8104E+02  2.8096E+02  1.1381E+02
0000305   3.3583E+02  4.4299E+02  1.6463E+02
0000306   2.0092E+02 -2.6472E+01  2.1538E+02
0000307   5.4181E+02  2.7431E+02 -2.7001E+02
0000308   2.8905E+02  1.0559E+02 -3.9861E+02
0000309   4.3934E+02  3.4638E+02  5.4528E+01
0000310   5.4508E+02 -5.1727E+01 -6.3545E+01
0000311   2.6054E+02 -5.3492E+01 -5.6252E+01
0000312   2.8189E+02  8.4953E+01  3.2786E+01
0000313   6.9064E+01  2.1442E+02  3.5389E+01
0000314   2.3596E+02  9.4009E+01  2.1503E+02
0000315   1.4504E+02 -1.6358E+02 -1.7156E+02
0000316   2.7324E+02  2.7105E+01 -4.9839E+01
0000317   5.8141E+01  7.1014E+01 -1.5893E+02
0000318   1.1991E+02  3.5647E+02 -5.2075E+01
0000319   4.3604E+02  1.3134E+02 -8.1747E+01
0000320   2.8285E+02 -1.3066E+02 -3.2994E+01
0000321   3.8281E+02 -8.6881E+01 -9.5757E+00
0000322   5.8314E+02  1.1188E+02  5.8519E+01
0000323   5.1410E+02  1.3461E+01 -1.2432E+02
0000324   4.4655E+02 -1.6232E+02 -5.7740E+01
0000325   6.4511E+01 -2.9776E+01 -8.8573E+01
0000326   4.7485E+02  1.1939E+02 -1.5439E+02
0000327   1.3273E+02  1.6673E+02  4.4031E+02
0000328   1.6300E+02 -7.1351E+01  9.2504E+01
0000329   6.3388E+01  2.1501E+02 -3.2736E+02
0000330   4.3443E+02 -1.6847E+02  4.3494E+01
0000331   3.1841E+02  2.9367E+02 -3.7142E+01
0000332   1.6129E+02 -2.1542E+01 -1.2632E+02
0000333   6.8701E+02 -4.4915E+01  1.9224E+01
0000334   2.9586E+02 -2.1402E+02  1.1121E+02
0000335   4.1647E+02 -6.6736E+01  1.5592E+02
0000336   2.9598E+02 -1.1856E+02  1.3288E+02
0000337   4.9607E+02 -1.2667E+02 -6.3847E+01
0000339   5.9968E+02 -5.6465E+01  1.7525E+02
0000340   2.5875E+02  3.5892E+02  4.3975E+00
0000341   3.0911E+02 -2.9730E+01  1.0541E+01
0000342   1.1359E+02 -1.4860E+02  1.0812E+01
0000343   2.6224E+02 -9.7058E+01 -1.1879E+02
0000344   1.0020E+02 -1.0387E+02 -8.3726E+01
0000345   3.3326E+02  1.3793E+02 -1.4442E+01
0000346   5.7317E+02 -2.0590E+02  8.2698E+01
0000347   1.9481E+02 -2.4366E+02  2.0112E+02
0000348   4.1303E+02 -4.8115E+01  1.7339E+02
0000349   1.9781E+02  2.7138E+01 -1.7445E+02
0000350   4.4513E+02  3.4788E+01  2.7537E+02
0000351   3.1942E+02  2.6475E+01 -2.5796E+01
0000352   4.6861E+02 -2.6540E+02  1.8702E+01
0000353   4.0313E+02 -3.7613E+01 -2.0501E+02
0000355   2.9981E+02  1.0499E+02  2.4563E+01
0000356   9.9986E+01 -1.5748E+02  2.7736E+01
0000358   6.8529E+00 -7.0615E+01  2.6446E+02
0000360   3.2218E+02 -1.7337E+02 -8.0772E+01
0000361   3.5931E+02  2.1619E+02  4.6021E+00
0000362   4.4637E+02  1.3983E+02  2.8797E+02
0000363   4.0394E+02  1.7861E+02  9.3620E+01
0000364   3.7790E+02  3.6674E+01 -3.2098E+02
0000365   1.1043E+02 -8.1944E+01 -3.6317E+01
0000366   2.4841E+02 -4.3300E+01 -1.3626E+02
0000367   3.5461E+02  1.4870E+02  1.2329E+02
0000368   4.5498E+02  8.0717E+00  3.6114E+01
0000369   4.2838E+02  4.2175E+01 -3.0667E+02
0000370   1.3543E+02  3.2354E+01 -2.8828E+02
0000372   1.5047E+02  4.4813E+02  1.5121E+02
0000373   7.1915E+01  3.9950E+02 -1.6201E+02
0000374   2.9684E+02  8.5252E+01 -1.4891E+02
0000375   3.3332E+02  4.6978E+02 -1.7371E+02
0000376   3.5096E+02  3.9987E+00 -8.5402E+01
0000377   4.8386E+02  1.5587E+02  1.9552E+02
0000378   4.4739E+02 -6.4471E+01  3.2467E+02
0000379   1.8841E+02 -7.7271E+01  1.2055E+02
0000380   3.0336E+02 -1.4415E+02  8.8503E+01
0000381   3.7990E+02 -6.1902E+00 -1.5034E+02
0000382   3.0214E+02 -4.9428E+01 -6.4174E+01
0000383   6.7111E+02  1.7595E+02  3.3005E+02
0000384   3.1696E+02  1.2643E+02  2.9948E+01
0000385   3.1425E+02 -1.1936E+02  1.2528E+02
0000386   4.0269E+02 -1.9222E+02 -6.1937E+01
0000388   1.4085E+02 -1.3870E+02 -7.4043E+01
0000389   1.2271E+02  1.3648E+02 -2.7681E+01
0000390   2.7933E+02 -1.5753E+02 -2.1140E+01
0000391   2.1207E+02 -7.4547E+01  1.4797E+02
0000392   1.4635E+02  2.3186E+02  7.9401E+01
0000393   3.4049E+02 -2.8774E+02  3.1139E+01
0000394   1.5422E+02  2.7088E+01  8.6945E+01
0000395   2.1945E+02  7.0093E+01  2.2769E+02
0000396   2.4892E+01  2.5447E+02  6.0678E+01
0000397   3.4653E+02  2.9043E+02 -1.2707E+02
0000398   2.6852E+02 -1.0836E+02  1.9667E+02
0000399   4.6195E+02  3.6690E+01  2.4821E+02
0000400   2.9313E+02  1.2339E+02  8.6662E+01
0000401   4.0895E+02 -5.4915E+01 -2.0980E+02
0000402   3.2030E+02 -1.6962E+02 -1.6193E+02
0000403   4.0945E+02 -1.9164E+01  6.2304E+01
0000404   2.6412E+02 -1.3023E+02  2.1629E+02
0000405   2.3028E+02  1.1723E+02 -5.6184E+01
0000406   2.3929E+02 -4.5478E+01  7.1865E+01
0000407   4.6215E+02 -7.2439E+01 -2.0451E+02
0000408   4.8533E+02 -1.9653E+02 -9.4748E+01
0000409   4.2883E+02  1.8527E+02  1.8640E+02
0000410   3.3324E+02  3.6214E+02  1.6279E+00
0000411   2.4671E+01 -9.4559E+00 -7.8677E+01
0000412   3.6760E+02 -1.3560E+02  1.8863E+01
0000413   5.2412E+02  8.5536E+01  9.1919E+01
0000414   9.8906E+01 -6.9935E+01 -3.7985E+01
0000415   3.6364E+02  1.5644E+02 -2.9160E+01
0000416   2.6606E+02  4.1242E+01 -6.3031E+01
0000417   4.1200E+02  1.6525E+02 -2.6268E+01
0000418   3.2813E+02 -3.2787E+02 -1.3766E+02
0000419   3.3441E+02  6.1268E+01  1.1420E+02
0000420   5.0389E+02  5.8028E+01  3.2888E+01
0000421   4.1510E+02  6.8429E+01 -1.8581E+02
0000422   3.0557E+02  1.3071E+02 -8.0392E+01
0000423   1.9006E+02 -1.3525E+02  2.8894E+02
0000424   1.2677E+02 -4.6298E+00 -1.4702E+02
0000425   1.0203E+02 -3.4955E+02 -5.6487E+02
0000426   4.8674E+02 -2.3690E+02  9.4998E+01
0000427   4.0820E+02 -4.4083E+01 -3.5225E+01
0000428   2.3074E+02 -4.0267E+01  3.2421E+02
0000429   5.1330E+02  1.2733E+02  4.6680E+01
0000430   2.5096E+02 -2.0205E+01 -2.2234E+02
0000431   2.0442E+02  2.1827E+02 -1.9295E+01
0000432   1.3615E+02 -2.2220E+02 -1.8755E+02
0000433   3.2262E+02 -9.3981E+01  1.8517E+02
0000434   1.5579E+02 -2.1749E+02  1.8683E+02
0000435   1.1006E+02  1.0181E+02 -1.4248E+02
0000436   1.5063E+02 -3.0553E+02  1.7081E+02
0000437   2.7911E+02 -1.2131E+02 -1.4233E+02
0000438   1.3153E+02  8.1593E+01  3.2916E+01
0000439   8.6542E+01  1.6765E+02  1.8531E+02
0000440   5.3875E+02  1.4856E+02  3.0345E+02
0000441   3.1089E+02  2.1797E+02 -2.9122E+02
0000442   1.3320E+02 -3.9398E+01  4.4702E+02
0000443   1.4028E+02  3.9148E+02  3.0877E+02
0000444   1.2442E+02  1.2902E+02  2.7302E+01
0000445   2.7781E+00 -1.9459E+02  1.1938E+02
0000446   3.5924E+02  4.6018E+02 -2.9864E+01
0000447   6.6336E+02  1.0910E+02 -1.4286E+02
0000448   6.3137E+01 -9.9455E+00 -9.1615E+01
0000449   3.4755E+02 -2.3661E+02 -1.4085E+02
0000450   1.4843E+02  7.4467E+01  1.9652E+02
0000451   4.4807E+02  1.6868E+01 -1.3691E+02
0000452   1.7183E+02 -3.4794E+01  1.9750E+02
0000453   2.4434E+02  1.6090E+02  7.2327E+00
0000454   1.7835E+02 -3.0859E+02 -1.2121E+02
0000455   1.0114E+02 -2.6393E+02  2.5019E+02
0000456   7.5942E+01  1.6808E+02  1.3115E+01
0000457   2.5967E+02  1.7902E+02  1.0400E+02
0000458   3.7389E+02  1.7584E+02  1.6358E+01
0000459   2.3866E+02 -1.6367E+02 -1.5626E+02
0000460   5.6207E+01  2.0067E+02 -4.1755E+01
0000461   3.6076E+02  5.3935E+02  6.9338E+01
0000462   4.2545E+02 -1.8540E+02  5.6742E+01
0000463   1.7850E+02 -3.9109E+00  1.4226E+02
0000464   2.7592E+02  2.2030E+01 -3.4644E+02
0000465   4.1255E+02  4.7602E+02  1.2587E+02
0000466   3.0824E+02 -2.4815E+01  9.1131E+01
0000467   3.3347E+02  8.2613E+01  6.6127E+00
0000468   2.4095E+02 -4.9220E+02  1.1319E+02
0000469   3.9119E+02 -1.7968E+02 -3.5632E+02
0000470   4.2747E+02 -1.2824E+02 -1.5960E+02
0000471   6.0761E+02 -2.2760E+02  5.3128E+01
0000472   4.1883E+02  1.9707E+02 -1.0160E+02
0000473   3.7048E+02  4.3971E+01 -1.8940E+01
0000474   9.0768E+01 -1.3790E+02  7.1186E+01
0000476   1.7849E+02 -2.4223E+02  4.4650E+02
0000477   2.7427E+02 -3.0751E+01 -1.8350E+02
0000478   2.2859E+02  9.5312E+01 -1.4110E+02
0000479   3.7531E+02  4.5595E+01  2.7411E+02
0000480   8.1496E+01 -7.0890E+01 -8.9608E+01
0000481   1.4168E+02 -1.6159E+02 -1.6861E+02
0000482   6.0537E+02  3.0521E+01 -2.0119E+02
0000483   4.6415E+01  3.5790E+01 -5.7483E+01
0000484   2.6595E+02  1.0541E+02 -1.0681E+01
0000485   3.9136E+02 -9.0370E+01 -1.3550E+02
0000486   2.9306E+02 -7.3377E+01  3.4685E+01
0000487   4.1116E+02  1.0416E+02 -2.6072E+02
0000488   2.9151E+02  2.4524E+02  2.2061E+02
0000489   4.1582E+02  3.5552E+02  1.9707E+02
0000491   2.9349E+02  2.3856E+01 -1.0283E+02
0000492   1.4069E+02  4.8210E+01 -1.2645E+02
