============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.1538E+02  1.4747E+02 -5.0892E+01
0000002   3.2145E+02  2.8707E+01  7.0720E+01
0000003   3.3647E+02 -1.3893E+01 -1.6191E+02
0000004   2.3749E+01  2.2259E+01  2.2018E+02
0000005   3.3941E+01 -5.3857E+01  1.3604E+02
0000006   3.8670E+02  2.8944E+02  1.9347E+02
0000008   2.4899E+02  2.2946E+02 -1.7357E+02
0000009   2.5006E+02 -9.2329E+01 -4.5806E+02
0000010   2.7771E+02  7.2133E+01 -1.5843E+02
0000011   2.1956E+02 -2.3908E+02  1.8906E+02
0000012   2.7258E+02  3.4768E+01 -8.3024E+01
0000013   2.8658E+02 -3.1786E+02  2.5066E+02
0000014   3.2529E+02 -1.8188E+02 -2.5527E+02
0000015   2.5295E+02  1.7678E+01  3.2167E+01
0000016   1.3528E+02  4.4520E+01  7.3417E+02
0000017   2.7883E+02 -4.7193E+01  4.8191E+02
0000018   4.6925E+02  1.4968E+01 -5.8637E+01
0000019   1.9052E+02 -1.6333E+01 -2.2421E+02
0000020   3.5893E+02 -2.2178E+01 -5.5419E+01
0000021   2.3063E+02 -1.2337E+02  1.0342E+02
0000022   1.6610E+02 -1.4783E+01 -7.9135E+01
0000023   4.0338E+02  1.6137E+02 -7.0112E+01
0000024   2.5108E+02 -6.3047E+01  8.0469E+01
0000025   7.7060E+02  1.5887E+02  5.8103E+01
0000026   4.9809E+02  3.7288E+02 -4.2224E+01
0000027   1.4487E+02  1.5085E+02 -7.3024E+01
0000028   4.2054E+02  6.5808E+01  2.5037E+01
0000029   5.9955E+02 -1.0463E+02  2.0395E+02
0000030   2.0232E+02  1.7305E+02 -1.6899E+02
0000032   3.1002E+02 -2.1069E+02  5.5499E+01
0000033   5.1403E+02 -7.7925E+01  5.0201E+01
0000034   1.9317E+02  7.8501E+01 -3.7895E+01
0000035   2.2016E+01 -5.0280E+01  1.8704E+02
0000036   2.6535E+02  9.0349E+01 -1.0486E+02
0000037   4.4828E+02  1.1447E+02  1.8595E+02
0000038   5.8004E+02 -5.3241E+01  3.5937E+02
0000039   3.1371E+02 -4.4195E+01 -1.6480E+01
0000040   1.2987E+02  4.7935E+01 -1.2619E+02
0000041   4.7437E+02  2.7393E+02  1.6854E+02
0000042   1.2950E+02  3.3811E+02 -1.8239E+02
0000043   3.9212E+02 -3.2229E+02  2.6064E+02
0000044   3.6282E+02  1.4191E+02 -5.9380E+01
0000045   6.9904E+02  2.6521E+02  9.4371E+01
0000046   3.1065E+02 -1.9722E+01 -1.0672E+02
0000047   2.6257E+02 -1.3647E+02 -2.1152E+02
0000048   4.0540E+02  2.1842E+02 -1.1726E+02
0000049   7.3191E+01  7.2199E+01 -1.1507E+02
0000050   4.4492E+02  6.9980E+01 -4.4057E+02
0000051   1.6190E+02 -9.9110E+01  7.6981E+01
0000052   5.4903E+02  9.9151E+01  6.4896E+01
0000053   1.5842E+02  7.1424E+00 -1.2076E+02
0000054   4.3515E+02  3.2348E+01 -1.4012E+02
0000055   3.4196E+02 -8.5165E+00  2.8258E+02
0000056   3.1060E+02 -1.2408E+02 -7.8763E+01
0000057   3.1307E+02  8.5173E+01  2.0870E+02
0000058   3.8899E+02 -2.0746E+02 -1.2857E+02
0000059   3.4796E+02  7.5384E+01 -3.3345E+01
0000060   5.2582E+02  1.1870E+01  7.7472E+01
0000061   3.3387E+02 -1.9158E+02 -2.5661E+00
0000062   3.4864E+02 -4.6419E+01  1.6858E+02
0000063   3.8008E+02  2.2912E+01  1.5124E+02
0000064   6.9845E+02 -6.8356E+01  1.2994E+02
0000065   3.0556E+02  3.5552E+02  5.3449E+02
0000066   4.9458E+02 -8.3290E+01 -8.7546E+01
0000067   4.5044E+02 -1.7410E+02  1.4438E+02
0000068   2.9084E+02 -6.5767E+01  1.2671E+02
0000069   1.8160E+02  1.4752E+01  5.6306E+01
0000070   3.1546E+02 -1.7248E+02 -1.4902E+01
0000071   4.0118E+02  5.7804E+01  2.1818E+02
0000072   2.0575E+02 -1.7016E+02  4.9813E+01
0000073   2.0200E+02  5.5703E+01 -2.0905E+01
0000074   1.9677E+02  2.2335E+02 -1.2046E+02
0000075   1.1866E+02  6.7294E+01  1.1823E+00
0000076   1.8404E+02 -4.4432E+01  2.3559E+02
0000077   5.0612E+02 -2.4864E+02  1.0370E+02
0000078   5.2139E+02  5.0951E+01  1.0808E+02
0000079   2.5200E+02  1.3816E+02 -1.5547E+02
0000080   5.9038E+02  1.7079E+02 -3.0553E+02
0000081   3.9630E+02  3.1962E+00 -1.0796E+02
0000082   2.8919E+02 -1.8347E+02  7.2310E+01
0000084   2.7007E+02  2.5720E+02  9.0608E+01
0000085   1.3591E+02  2.0974E+01  2.1669E+01
0000086   3.4329E+02  4.9350E+01 -2.8912E+02
0000087   5.4108E+01  2.0155E+01 -4.0791E+01
0000088   1.3551E+02 -2.6051E+01 -8.4828E+00
0000089   3.9182E+02 -1.6386E+02  2.5774E+01
0000090   3.7582E+02  3.6320E+01 -8.9671E+01
0000092   2.7051E+02 -2.0153E+02 -8.0745E+01
0000093   2.5842E+02 -1.3515E+02 -6.5418E+01
0000094   3.9660E+02  2.2765E+02  2.1121E+02
0000095   8.0165E+00 -1.8649E+01  4.3296E+01
0000096   6.5593E+02  1.7289E+02  6.2702E+00
0000097   3.5254E+02 -2.6225E+01 -5.4973E+01
0000098   2.3639E+02 -1.0601E+02  2.3177E+02
0000099   3.1404E+02 -3.3885E+01 -1.8694E+02
0000100   3.1506E+02  8.5751E+01  1.7117E+02
0000101   3.9435E+02  1.2015E+02  1.5252E+02
0000102   1.6181E+02 -3.1207E+02  1.2318E+02
0000103   5.6989E+02 -4.8731E+02  4.2815E+01
0000104   1.5947E+02  3.2172E+00 -7.7272E+00
0000105   4.0205E+02  2.1056E+01 -3.6280E+01
0000106   5.3833E+02  2.1827E+01  7.3582E+01
0000107   5.6633E+02 -1.3345E+02 -1.5550E+02
0000108   9.8946E+01 -4.4384E+02 -1.2332E+02
0000109   2.0303E+02 -1.0292E+02  2.2668E+02
0000110   4.9966E+02  5.3982E+01 -2.0092E+02
0000111   2.3825E+02  8.4941E+01  1.5642E+02
