============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.6975E+02  4.1883E+02  3.2514E+02
0000002   5.3703E+02  2.1231E+02  1.5825E+02
0000003   1.5327E+02 -2.7621E+02  1.9252E+02
0000004   4.6820E+02 -8.4663E+00 -9.6897E+01
0000005   1.8616E+02 -1.7298E+02  1.3024E+02
0000006   4.2177E+02  6.9286E+01 -2.2056E+02
0000007   1.8911E+02  3.4620E+01  2.0969E+02
0000008   4.1358E+02 -2.9251E+02 -1.8420E+02
0000009   2.2888E+02  2.6761E+02  1.9544E+02
0000010   1.0957E+02  2.8455E+00  9.8596E+01
0000011   3.6620E+01 -8.9027E+01 -1.5288E+02
0000012   1.7479E+02 -2.5790E+02  8.8775E+01
0000013   2.3164E+02 -1.2149E+01 -4.0007E+02
0000014   5.4690E+02  9.9333E+00  9.9586E+01
0000015   2.6979E+01 -1.7604E+01 -1.3393E+02
0000016   2.6893E+02 -1.1616E+02 -2.9956E+02
0000017   4.3615E+02  3.9894E+02  2.7538E+02
0000018   2.9427E+02 -3.6879E+01  3.3057E+02
0000019   2.4152E+02 -2.7057E+00  4.2265E+01
0000020   2.1957E+02  6.3047E+01 -8.1647E+01
0000021   4.4769E+02  1.8870E+02  1.5628E+02
0000022   4.3350E+01  3.0145E+01 -9.8746E+01
0000023   1.7843E+02  1.2914E+02 -4.7074E+01
0000024   6.7246E+01 -1.0177E+02  1.9565E+01
0000026   3.7668E+02 -6.3234E+01 -3.6377E+01
0000027   1.1397E+02 -1.2059E+02  2.0358E+02
0000028   1.7275E+02  4.3900E+02 -3.4222E+02
0000029   2.1069E+02 -1.8685E+02 -4.5834E+01
0000030   3.3278E+02 -3.8325E+02  3.1605E+02
0000031   3.1460E+02  3.7397E+02  1.7999E+01
0000033   4.9947E+02  2.3703E+02 -1.0770E+02
0000034   2.7921E+02 -1.0746E+02  6.8544E+01
0000035   3.0431E+02  1.5814E+02  5.7950E+00
0000036   2.9762E+02  7.0691E+01  3.7697E+02
0000037   3.1676E+02  1.1844E+02 -1.6406E+02
0000038   1.0361E+02 -3.3724E+02 -1.5039E+01
0000039   4.7426E+02  1.2627E+02  8.6200E+01
0000040   4.2428E+02 -1.3009E+02  6.1017E+00
0000041   5.0133E+02 -2.5623E+02  2.4352E+02
0000042   3.6439E+02  9.3364E+01  2.2573E+01
0000043   5.6963E+02  5.4071E+01 -1.8138E+02
0000044   8.1880E+01  1.5395E+02  1.4892E+02
0000045   4.3776E+02 -5.4515E+01  1.7446E+02
0000046   5.5679E+02  9.2663E+01 -1.0425E+02
0000047   4.3145E+02  8.7623E+01 -1.7057E+01
0000048   4.3887E+02  2.5565E+02 -1.1569E+01
0000049   5.6735E+02  1.8192E+02  2.4917E+02
0000050   3.1475E+02 -1.9634E+02 -7.2239E+01
0000051   4.0643E+02 -2.5775E+02 -1.6660E+02
0000052   2.6344E+02 -8.0922E+01 -1.6388E+02
0000053   1.0799E+02  1.3771E+02 -3.5083E+02
0000054   4.4407E+02 -2.2388E+02 -3.1005E+02
0000055   4.0109E+02  3.4294E+02  2.9308E+02
0000056   5.8288E+01 -1.3752E+02  3.5007E+01
0000057   9.6917E+01  1.7967E+02  6.9393E+01
0000058   5.0649E+02  5.1075E+01  7.1615E+01
0000059   2.6076E+02  2.3506E+02  2.9321E+02
0000061   5.6438E+02  1.4583E+02  1.4544E+02
0000062   6.6505E+02  2.2149E+02 -2.0500E+00
0000063   1.1236E+02 -3.2201E+01  1.0199E+02
0000064   4.4819E+02 -6.2198E+01 -1.8074E+02
0000065   1.2543E+02 -1.3488E+02 -3.7187E+02
0000066   3.2146E+02  4.1606E+01  2.2881E+02
0000067   3.6868E+02  3.2291E+01 -8.0043E+01
0000068   6.5687E+02 -2.9653E+02  6.4251E+01
0000069   2.7579E+02 -4.8017E+01  2.1792E+02
0000070   5.6176E+02 -4.0921E+02  2.8913E+01
0000071   4.1652E+02 -1.0533E+01  1.2227E+02
0000072   1.5867E+02 -7.2683E+01 -2.8579E+01
0000073   3.7391E+02  8.0429E+01  2.5698E+02
0000074   5.6325E+02  3.8423E+02  1.3793E+01
0000075   2.1988E+02 -9.4132E+01  4.4777E+01
0000076   2.2125E+02  2.0397E+02  7.5081E+01
0000077   5.3772E+02 -1.8853E+02 -1.0130E+02
0000078   2.4373E+02  1.7532E+02 -1.5106E+02
0000079   4.5794E+02  1.7330E+02 -4.8803E+01
0000081   3.7475E+02 -1.5881E+02  1.7727E+02
0000082   3.4451E+02 -7.9270E+01 -2.3315E+01
0000083   3.1798E+02  2.5155E+01 -1.1716E+02
0000084   3.9076E+02 -9.7824E+01  1.0278E+02
0000085   2.9147E+02  2.3748E+00  1.1887E+02
0000086   2.7790E+02  8.9161E+01 -1.2323E+01
0000087   4.3111E+02  3.1446E+02  4.3022E+01
0000088   2.9375E+01 -1.9046E+02 -1.3211E+02
0000089   3.8407E+02  1.3469E+02 -1.6630E+01
0000090   3.6692E+02  2.5411E+02 -3.8117E+01
0000091   2.9793E+02  1.5536E+02  1.8828E+02
0000092   4.2470E+02 -7.3832E+01 -3.5482E+02
0000093   3.0137E+02 -1.5523E+02  1.5787E+02
0000094   1.7890E+02 -2.9061E+02 -1.1409E+02
0000095   2.1545E+02  2.3717E+01 -3.2138E+02
0000096   3.0642E+02 -2.5671E+01 -1.1002E+02
0000097   2.6655E+02 -2.5220E+02 -2.6737E+02
0000098   4.6466E+02 -1.5152E+02  1.6274E+01
0000099   4.6322E+02 -2.3404E+02 -1.3339E+02
0000101   1.9406E+02  9.7601E+01 -2.6495E+02
0000102   4.4739E+02 -1.1171E+02  3.9420E+02
0000103   3.7613E+02 -7.4445E+01  1.5332E+02
0000104   1.5688E+02  3.7568E+02 -2.4150E+01
0000105   6.3875E+01  1.0386E+02  1.7516E+02
0000106   4.4371E+02 -1.8469E+02 -2.3448E+02
0000107   1.7296E+02 -1.6076E+02  3.7864E+01
0000109   5.1029E+02  1.4052E+02 -3.1221E+02
0000110   3.5592E+02  1.2783E+02  2.4234E+02
0000111   5.9185E+02 -1.1021E+02 -2.7934E+01
0000112   3.7033E+02  1.9935E+02 -8.4260E+01
0000114   4.0575E+02  8.8809E+01  9.2754E+01
