============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000002   5.9076E+02  1.2727E+02  4.9382E+01
0000003   8.2027E+01 -1.4298E+02 -7.5965E+01
0000004   2.7878E+01 -2.5802E+02  2.8227E+02
0000005   2.4307E+02  8.4771E+00  2.7698E+02
0000006   8.8891E+02  2.5262E+01 -1.7705E+01
0000007   1.9974E+02  1.8326E+01 -3.6906E+01
0000008   1.2135E+02  2.7001E+02  3.7236E+01
0000009   4.6339E+02 -2.4280E+02  2.3037E+02
0000010   2.8338E+02  6.8993E+01  1.6022E+02
0000011   1.8297E+02 -7.0433E+01  7.3051E+01
0000012   6.5147E+02  1.5540E+02 -9.6764E+01
0000013   4.1649E+02  8.3231E+01  3.5617E+02
0000014   4.5551E+02  9.8738E+01 -3.0901E+02
0000015   1.0541E+02 -1.0167E+02  1.3145E+02
0000017   3.1027E+02 -7.2103E+01  3.9508E+02
0000018   3.1709E+02  9.6234E+01 -2.1297E+02
0000019   7.2400E+02 -3.0124E+01  1.6425E+02
0000020   2.3756E+02 -1.4630E+01  2.1498E+01
0000021   3.7096E+02 -1.7789E+02  7.7851E+01
0000022   3.0607E+02  4.5765E+01  1.5618E+02
0000023   2.6805E+02  7.7372E+01 -7.3836E+01
0000024   4.3777E+02  3.7918E+01 -2.7131E+01
0000026   3.3699E+02 -2.3025E+02 -3.8672E+02
0000027   4.7486E+02  7.3545E+01  3.0727E+02
0000028   2.6843E+02  4.1581E+02 -1.5066E+02
0000029   4.2883E+02  2.2193E+02 -1.8318E+02
0000030   1.6718E+02  7.4793E+01  2.9689E+01
0000031   1.3078E+02 -1.5707E+02 -1.8922E+01
0000033   4.7751E+02 -2.2936E+02  1.0022E+02
0000034   2.4789E+02  1.1451E+02  6.8051E+01
0000035   2.5178E+02 -2.1580E+02  8.2836E+01
0000036   3.4125E+02  2.8830E+02 -5.2924E+00
0000037   1.1212E+02  2.6169E+02  1.1658E+01
0000038   2.0743E+02 -2.7735E+01  1.5998E+01
0000039   5.4748E+02  9.9592E+00  1.6007E+02
0000040   1.4924E+02  1.9680E+02  2.3640E+02
0000041   4.2985E+02  8.8390E+01 -8.2370E+01
0000042   3.0031E+02  1.7289E+02  1.4630E+02
0000043   6.3345E+01 -1.3643E+01 -4.8355E+01
0000044   3.4478E+02  1.2890E+02  1.1454E+02
0000045   5.6739E+01  6.7318E+01  4.0024E+02
0000046   2.9711E+02  1.5459E+02 -1.1927E+02
0000047   2.2114E+02 -3.2222E+01 -2.1206E+02
0000048   5.0088E+02  1.4891E+02  2.8437E+02
0000049   2.1001E+02  9.4594E+01 -1.1857E+02
0000050   1.9686E+02  9.0389E+00  1.2014E+02
0000051   3.4677E+02  7.7546E+01  3.1941E+02
0000052   3.8005E+02  1.5593E+01  1.0756E+02
0000053   2.5509E+02 -2.2233E+02 -2.0000E+02
0000054   4.8165E+02  1.0489E+02  1.6486E+02
0000055   5.7265E+02 -3.4279E+00 -3.6886E+01
0000056   4.0989E+02 -1.8631E+02  1.0259E+02
0000057   3.4884E+02 -1.6767E+02 -2.9528E+02
0000058   3.1779E+02  7.3455E+01 -2.9437E+01
0000059   1.7007E+02 -5.1674E+02  1.2117E+02
0000060   2.4479E+02 -2.3516E+02 -2.8144E+02
0000061   6.5330E+02  1.2912E+02 -3.8538E+01
0000062   3.8659E+02  1.1070E+00 -4.7138E+01
0000063   2.6038E+02  1.2223E+02 -5.2423E+01
0000064   7.2611E+02  1.2630E+02 -1.5314E+02
0000065   5.2915E+02 -1.5119E+02 -2.0519E+02
0000066   2.7378E+02  3.8846E+00  1.3019E+02
0000067   8.1226E+02  1.6685E+02 -1.3884E+02
0000068   2.1696E+02 -1.1386E+02  1.4064E+01
0000069   4.8810E+02  1.7478E+01 -3.7108E+02
0000070   1.9262E+02  1.5121E+02 -9.4335E+01
0000071   4.4114E+02 -1.5836E+02  2.5561E+02
0000072   3.7665E+02  5.5360E+01 -1.9319E+02
0000073   3.7350E+02 -1.2590E+02  1.6414E+00
0000074   8.9830E+01  3.4641E+02  9.3664E+01
0000075   2.1434E+01 -3.6798E+01  7.1159E+01
0000076   4.0770E+02  1.1645E+02  1.1811E+02
0000077   1.8682E+01  1.0528E+02  1.3101E+02
0000078   5.9956E+02  1.7345E+01  6.9186E+00
0000079   6.6431E+01  2.1161E+01 -1.0142E+01
0000080   4.2020E+02 -1.3574E+02  1.5140E+02
0000081   2.3289E+02 -2.6023E+02 -1.6452E+02
0000082   2.5633E+02 -8.8870E+01  1.2594E+02
0000083   1.0491E+02 -5.9794E+01  8.6457E+01
0000084   2.9008E+02 -1.6180E+02 -7.3131E+01
0000085   4.3488E+02 -2.2626E+02 -2.7916E+02
0000086   1.3301E+02 -7.9164E+01 -2.3857E+01
0000087   4.1821E+02  1.5782E+02 -5.4190E+01
0000088   5.2792E+02 -1.2806E+01 -2.3981E+02
0000089   2.6082E+02 -1.0724E+01 -3.0635E+01
0000090   6.3353E+01  4.1182E+01  1.4292E+02
0000091   3.5781E+02 -1.8341E+02  1.0705E+02
0000092   4.3182E+01 -5.5530E+01  2.7262E+00
0000093   2.5420E+02 -6.5046E+00  5.7383E+01
0000094   9.4048E+01  3.9119E+01 -1.6449E+02
0000095   6.3420E+02  2.4960E+02 -1.8877E+01
0000096   1.3908E+02  3.5441E+01 -1.0404E+02
0000097   2.6121E+02  3.5295E+01 -2.2138E+02
0000098   1.9739E+02 -1.3110E+02 -1.1473E+02
0000099   5.2733E+01 -7.5001E+01  1.3719E+02
0000101   7.9162E+02 -1.1329E+02 -1.2891E+02
0000102   3.3027E+02 -2.5085E+02 -3.6048E+01
0000103   1.6207E+02 -4.3192E+01 -2.0307E+02
0000104   1.9547E+02 -1.2533E+02 -2.1844E+02
0000105   1.5090E+02  2.3442E+02  4.8165E+01
0000106   4.2486E+02  1.0553E+02 -7.3245E+01
0000107   3.2604E+02 -2.0386E+00 -1.5879E+02
0000108   1.9115E+02  1.6828E+02  3.5806E+02
0000110   4.0136E+02 -1.1449E+02 -1.3875E+02
0000111   2.2321E+02 -1.5117E+02  2.7495E+01
0000112   1.7558E+02  1.1985E+02 -9.8949E+01
0000114   3.3213E+02 -4.7431E+01  7.7188E+01
