============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
0000113   4.6602E+02 -6.0168E+01  1.8525E+01
0000114   1.8954E+02 -2.1107E+02 -6.5647E+00
0000115   2.0505E+02  1.1093E+02 -1.3115E+02
0000116   7.2731E+01 -1.8927E+02  2.0017E+01
0000118   1.3007E+02 -2.1607E+02 -4.6636E+01
0000119   2.0152E+02  2.2760E+02  1.0339E+02
0000120   2.6986E+02 -8.4555E+01  1.7647E+02
0000121   2.8449E+02 -1.2634E+02 -9.9860E+01
0000122   6.0347E+02 -1.5487E+02 -2.6145E+02
0000123   1.8450E+02 -1.3641E+02 -9.5523E+00
0000124   3.9307E+02 -1.8498E+02  1.2066E+02
0000125   2.6122E+02  3.9073E+01  6.9969E+01
0000126   1.0297E+02 -3.8645E+01 -1.0941E+01
0000127   2.8126E+02 -2.3442E+02 -1.1364E+02
0000128   2.2939E+02 -3.2649E+02 -1.4539E+02
0000129   4.8321E+02  3.4292E+02 -4.2140E+02
0000130   3.1070E+02 -2.9283E+01 -2.3379E+02
0000131   3.5658E+02  8.6450E+01 -2.0529E+02
0000132   2.7308E+02  1.9122E+02  3.5989E+01
0000133   2.1269E+02  3.9862E+01  1.6905E+02
0000134   1.8161E+02 -4.9434E+01 -1.1724E+02
0000135   2.8230E+02  1.6722E+02  2.7809E+02
0000136   5.7403E+02  2.0777E+01 -1.7859E+02
0000137   1.7428E+02 -1.1998E+02 -1.0477E+02
0000138   2.8414E+02  6.9795E+01  7.3585E+01
0000139   1.3640E+02 -7.6587E+01 -4.6666E+01
0000140   1.2662E+02  2.1548E+02 -3.5839E+02
0000141   2.6714E+02  2.3670E+02 -5.6636E+02
0000142   4.6916E+02  1.2595E+02 -2.5149E+01
0000143   2.0566E+01 -2.6671E+02  3.3786E+01
0000144   1.8273E+02 -1.6385E+02  1.3450E+01
0000145   2.0651E+02  8.7794E+01 -2.6735E+02
0000146   5.9878E+02  1.8503E+02 -1.1367E+02
0000147   3.5808E+02  8.9059E+01  1.4723E+02
0000148   3.9216E+02  2.3125E+02 -1.7272E+01
0000149   3.2581E+02 -3.2452E+02  2.0233E+02
0000150   3.1562E+02  1.2465E+02  1.0400E+02
0000151   3.7444E+02 -1.1879E+02 -4.6578E+01
0000152   5.5928E+02  1.5670E+01  1.5417E+02
0000153   3.8736E+02  5.7198E+01  1.5623E+02
0000154   3.7960E+02  3.8735E+01  1.2330E+02
0000155   5.1344E+02 -2.0376E+01  5.0314E+02
0000156   6.5908E+01  4.0450E+01  6.4877E-02
0000157   4.4675E+02  1.6549E+02  2.1083E+02
0000159   1.2224E+02  2.1919E+02  1.3808E+02
0000160   1.6950E+02 -3.8972E+01  2.3206E+02
0000161   4.9845E+02 -9.9466E+01  5.0573E+01
0000162   5.0610E+02 -1.1145E+02  1.9077E+02
0000163   1.3689E+02 -1.2175E+02 -1.1770E+02
0000164   2.5093E+02  1.2293E+02 -3.9675E-01
0000165   2.1645E+02 -4.8724E+01 -1.9148E+02
0000166   1.1227E+02 -3.4007E+02  6.9832E+01
0000167   3.2409E+02 -1.3139E+02 -7.7354E+01
0000168   2.2582E+02  2.9711E+01 -8.9070E+00
0000169   5.1752E+02  9.5621E+01 -2.0742E+02
0000170   1.9215E+02  4.9093E+01 -3.3583E+01
0000171   3.5778E+02  1.0822E+02 -2.0467E+01
0000172   3.6275E+02  1.2949E+02 -7.2655E+01
0000173   2.1610E+02 -2.5747E+01  2.1024E+01
0000174   5.2945E+02 -1.5559E+02 -5.4616E+01
0000175   6.3724E+02  8.4335E+01  2.7555E+01
0000176   4.8170E+01 -9.0583E+01 -4.7469E+01
0000177   2.9885E+02 -8.6107E+01  1.7700E+02
0000178   4.5160E+02  2.6842E+02 -7.6165E+01
0000179   4.3265E+02 -2.4798E+02  9.7825E+01
0000180   4.0220E+02 -2.5849E+02 -6.1609E+01
0000181   3.0989E+02  4.0295E+02 -6.0745E+01
0000182   4.6239E+02  2.6453E+02 -7.6927E+01
0000183   1.2872E+02 -7.6434E+01 -2.5783E+02
0000184   4.6445E+02 -3.5268E+02  5.5970E+01
0000185   4.6013E+02  4.3035E+01 -6.4475E+01
0000186   6.6262E+02 -1.8960E+02 -9.6897E+00
0000188   3.4865E+02  2.9313E+01  4.9721E+01
0000189   1.2508E+02 -4.0623E+00 -1.5612E+02
0000190   6.0634E+01  1.5692E+02  1.3811E+02
0000191   3.6930E+02 -9.1968E+01 -1.7428E+02
0000192   4.9658E+02 -3.8347E+01 -1.5208E+02
0000193   1.2584E+02  4.5702E+00 -2.8061E+02
0000194   3.9437E+02  8.4202E+01  3.6308E+02
0000195   2.1543E+02 -1.1340E+02 -2.4812E+00
0000196   1.9763E+02 -4.0048E+01  2.7452E+02
0000197   2.6833E+02 -1.0763E+02 -1.3831E+02
0000198   9.2849E+01 -8.1693E+01 -5.2941E+00
0000199   8.4464E+01 -5.1217E+01 -1.8699E+00
0000200   1.1563E+02 -1.9343E+02  3.3150E+02
0000201   2.1886E+02 -7.6998E+01 -1.4415E+01
0000202   1.4507E+02 -1.3368E+02 -1.0965E+02
0000203   2.9253E+02 -1.4021E+02  1.4214E+02
0000204   4.0198E+02  2.2668E+02 -1.5013E+00
0000205   2.6174E+02  2.8545E+02  1.4223E+02
0000206   1.5563E+02  1.4404E+02 -1.9117E+02
0000207   1.0032E+02 -7.6932E+01 -1.0495E+01
0000208   4.4032E+02 -2.2880E+02  2.6971E+01
0000209   8.0421E+02 -2.1547E+01  1.9113E+01
0000210   3.3163E+02  1.5066E+02 -4.4433E+01
0000211   1.6958E+02 -6.9886E+01  1.9229E+01
0000212   4.1475E+02  2.8946E+01  6.9717E+01
0000214   2.0569E+02 -7.4294E+01  2.7707E+02
0000215   1.1466E+02 -1.2061E+02 -1.7620E+02
0000216   2.6575E+02 -8.3568E+01  3.3245E+02
0000217   3.4140E+02 -7.5643E+01  2.3237E+02
0000219   2.1554E+02 -1.0843E+02 -1.1360E+02
0000220   7.6589E+01 -5.8969E+01  5.5359E+01
0000221   3.6784E+02 -1.5647E+02 -2.0400E+02
0000222   1.4803E+02 -2.9721E+02 -2.5864E+02
0000223   4.8606E+02  1.1644E+01 -4.7177E+01
0000224   3.4847E+02  1.9513E+02  2.8953E+02
0000225   3.0342E+02 -3.4726E+01 -1.2473E+02
0000226   3.3796E+02 -1.7129E+01  2.1704E+02
0000227   5.4215E+02  1.1273E+02 -3.7645E+02
0000228   8.6045E+01 -1.7042E+02  1.5330E+01
0000229   4.2400E+02 -1.9127E+02  2.7865E+01
0000230   2.5416E+02  6.0374E+01  1.8373E+02
0000231   2.3356E+01  2.3613E+01 -1.1829E+01
0000232   9.4966E+01  4.1610E+01 -3.5439E+02
0000233   4.5820E+02 -2.1377E+01  7.7135E+01
0000234   1.4728E+02 -4.1761E+02 -1.2908E+01
0000235   5.4069E+01 -5.0694E+01 -2.2728E+02
0000236   2.3333E+02 -1.1500E+02 -1.8033E+02
0000237   6.8221E+01 -1.5241E+02  4.2221E+01
0000238   2.6780E+02 -7.7666E+00 -5.0693E+01
0000239   7.1996E+02 -2.6182E+02  9.2374E+00
0000240   1.0850E+02  7.5831E+00  2.2459E+02
0000241   2.3665E+02  2.0819E+02  2.2039E+02
0000242   2.0718E+02 -2.9038E+02 -7.0295E+01
0000243   6.9293E+02  3.1442E+01  8.7196E+01
0000244   2.8362E+02 -1.5400E+02 -2.1311E+01
0000245   1.9305E+02 -5.5404E+00  1.4111E+02
0000246   3.4226E+02  1.8465E+01  1.9658E+02
0000247   3.1724E+02  1.5396E+02 -2.1069E+02
0000248   6.0197E+01  5.2428E+01  2.8881E+01
0000249   4.6703E+02 -2.7015E+02  7.1875E+01
0000250   4.8635E+02 -2.2409E+02 -1.0125E+02
0000251   5.6993E+02 -7.0073E+00  6.0246E+01
0000252   3.0885E+02 -1.7397E+02 -6.6561E+01
0000253   3.5554E+02  1.7105E+02 -1.3078E+02
0000254   6.5403E+02 -2.9202E+01 -5.1430E+01
0000255   1.9918E+02  4.2240E+01 -5.5450E+01
0000256   2.3408E+02 -1.7154E+02 -1.9201E+02
0000257   1.8908E+02 -5.5257E+01  1.6745E+02
0000258   3.8921E+02  9.0700E+01 -2.0463E+02
0000259   5.9577E+02  2.7032E+02 -3.1510E+02
0000260   5.8382E+02  5.8270E+01 -2.8316E+02
0000261   2.4355E+02  2.1098E+02 -1.3430E+01
0000262   2.2252E+02 -3.5089E+01  1.7487E+02
0000263   3.4427E+02  7.2720E+01 -7.5305E+01
0000264   3.6341E+02  4.4823E+02 -2.7773E+01
0000265   6.7294E+01 -2.6918E+01  2.7914E+01
0000266   1.0997E+02 -9.2341E-01  1.1841E+02
0000267   2.5160E+02  1.7260E+02  1.2961E+01
0000268   4.2891E+02 -2.4109E+02 -2.7069E+02
0000269   4.1844E+02  6.7653E+01 -1.8150E+02
0000270   4.0036E+02 -2.7595E+02  2.2207E+02
0000271   5.5696E+01  7.6868E+01  5.3144E+01
0000272   1.9681E+02 -2.0118E+02  2.3457E+02
0000273   4.8790E+02  2.6639E+01  6.7898E-01
0000274   1.7226E+02 -4.3955E+01  3.8396E+02
0000275   4.1227E+02 -3.2630E+02 -3.8734E+01
0000276   9.5351E+01 -2.2128E+02  1.3570E+02
0000277   3.0914E+02 -2.6236E+01  7.5114E+01
0000278   4.2111E+02  2.3270E+02 -2.7363E+00
0000279   4.3899E+02  9.4321E+01 -2.6304E+02
0000280   5.9953E+02 -1.6380E+02 -6.5376E+01
0000281   3.4323E+02  2.4951E+01  2.0333E+02
0000282   1.7830E+02 -2.3883E+02 -8.6261E+01
0000283   2.6186E+02 -2.1406E+02 -8.3891E+01
0000284   8.8339E+01 -4.8530E+01 -7.9000E+01
0000285   4.3823E+02  4.6997E+01 -2.5801E+02
0000286   3.7276E+02 -2.8603E+01  1.2371E+01
0000287   3.4857E+02  1.8822E+02 -1.9016E+02
0000288   7.2692E+01  4.3084E+01 -1.3251E+02
0000289   2.8874E+02 -1.2755E+02  1.2207E+02
0000290   5.5213E+02  1.1760E+02 -5.3736E+01
0000291   4.8563E+02 -1.1961E+02  4.3078E+02
0000292   5.0039E+02  8.1626E+01 -1.3435E+02
0000293   3.6533E+02 -1.2515E+02 -9.1734E+01
0000294   4.3251E+02 -2.7720E+02 -4.1546E+01
0000295   2.8102E+02 -2.4626E+02 -2.8560E+01
0000296   4.3802E+02  1.3055E+02  3.4534E+01
0000297   2.0461E+02  6.3628E+00  9.5117E+01
0000298   4.1076E+02 -1.2058E+02  4.0044E+01
0000299   1.7858E+02 -3.3423E+02  2.5349E+01
0000300   1.8558E+02  2.6772E+02 -3.7050E+00
0000301   2.1731E+02 -6.3427E+00 -1.2655E+02
0000302   4.2767E+02  6.0986E+01 -3.4042E+01
0000303   1.1899E+02 -1.9195E+02 -3.1348E+02
0000304   4.9262E+02  1.7602E+02  2.0049E+02
0000306   1.6717E+02  3.7328E+01 -4.9937E+01
0000307   4.7336E+02  2.0213E+02 -1.6529E+02
0000308   3.6148E+02  3.1533E+02 -3.8417E+02
0000309   1.8516E+01  9.0957E+01 -6.5953E+01
0000310   3.2708E+02  1.0923E+02 -2.7432E+02
0000311   4.3802E+02 -1.4860E+01  1.1586E+02
0000312   1.6838E+02 -7.1725E+00  4.6608E+01
0000313   5.1473E+02 -4.7251E+00 -4.3935E+00
0000314   3.3282E+02  2.1627E+00 -1.1743E+02
0000315   5.8690E+01  8.7621E+01 -2.0016E+02
0000316   4.3943E+02 -1.2760E+02 -1.5472E+02
0000317   4.1602E+02 -1.0444E+02 -6.1995E+00
0000319   4.3912E+02 -8.0931E+01 -7.4918E+01
0000320   7.7879E+01 -1.7023E+02 -1.7857E+02
0000321   3.4147E+02  3.5453E+01  1.2196E+02
0000323   4.7211E+02  1.6192E+02 -6.6555E+01
0000325   2.1380E+02 -4.9638E+01 -5.1363E+02
0000326   3.3213E+02 -4.1034E+02  1.4060E+02
0000327   4.4018E+02 -3.3921E+01  1.5850E+02
0000328   1.9462E+02 -1.5933E+02  1.4108E+02
0000329   1.2836E+02  1.5648E+01 -1.3059E+02
0000330   3.4853E+02 -3.2403E+01 -1.6916E+02
0000331   1.8651E+02 -4.8037E+02  3.5561E+02
0000332   5.0537E+02  1.4686E+02  1.6144E+02
0000333   2.6310E+02  3.9262E+01  1.0411E+02
0000334   1.2825E+02 -1.7797E+02  1.2838E+02
0000335   2.6297E+02  4.3375E+01 -1.2556E+02
0000336   6.8041E+01  4.3594E+01 -1.2086E+02
0000337   1.9156E+02  2.0139E+02 -1.8085E+02
0000338   4.2374E+02  1.3447E+01  2.4979E+02
0000339   2.0926E+02  2.1260E+02 -1.2539E+02
0000340   1.0587E+02  4.4025E+01  4.6140E+01
0000341   1.9278E+02  4.4031E+01 -5.8012E+01
0000342   4.8746E+02  9.8844E+00 -1.2469E+02
0000343   1.6047E+02 -3.6289E+02  1.4108E+02
0000344   2.8240E+02  2.0532E+02 -2.3666E+02
0000345   1.8037E+02 -6.4839E+01 -1.5994E+02
0000346   1.9863E+02 -2.6395E+02  3.8936E+02
0000347   3.5423E+02  1.4895E+02 -1.5469E+02
0000348   4.8049E+02  1.1656E+02  2.6964E+02
0000349   3.0109E+02 -1.8816E+02 -6.3565E+01
0000350   5.8896E+02  2.4395E+02 -7.4867E+01
0000351   3.2089E+02  1.0310E+01  1.9104E+02
0000352   3.1756E+02  2.7261E+01 -1.8440E+02
0000353   3.1226E+02  3.0186E+02  7.7654E+01
0000354   3.7421E+02  8.3295E+01  1.2243E+02
0000355   4.0243E+02 -4.2885E+02  1.2156E+02
0000356   4.2721E+02 -9.3280E+01  1.7829E+02
0000357   7.3238E+02 -4.0942E+01 -1.9120E+02
0000358   3.0922E+02 -1.6609E+02  1.2129E+02
0000359   1.8792E+02  8.6981E+01  3.1324E+02
0000360   1.6434E+02  1.6840E+02 -1.8683E+01
0000361   4.9049E+02 -4.6937E+00 -1.9462E+02
0000363   1.5555E+02 -2.6326E+01 -4.3446E+02
0000364   2.3634E+02  2.5260E+02  6.7360E+01
0000365   4.7680E+02  3.2253E+02 -3.8417E+01
0000366   2.0989E+02 -4.3562E+01  5.5897E+01
0000367   4.8222E+01 -5.0713E+01  1.2101E+02
0000368   4.9326E+02 -7.6598E+01 -8.9523E+01
0000369   3.6733E+02 -1.6560E+02 -6.8228E+01
0000370   1.3629E+02  2.1666E+01 -2.4853E+02
0000371   4.5234E+02  3.5824E+01  6.4539E+01
0000372   2.1685E+02  1.0813E+02  1.3767E+02
0000373   4.0694E+02 -8.2706E+01  1.2207E+02
0000374   3.7426E+02  1.3764E+02  4.8391E+01
0000375   2.9331E+02  1.3198E+02  1.5459E+02
0000376   2.5854E+02 -9.7530E+01 -2.0405E+02
0000377   1.4499E+02 -1.5195E+02  1.0573E+02
0000378   2.0311E+02  2.2685E+01 -1.1207E+02
0000379   3.2214E+02  1.0086E+02  2.2845E+02
0000381   6.7548E+01  7.0029E+01  2.5040E+02
0000382   1.6523E+02  1.0585E+01 -3.7390E+01
0000384   2.5373E+02 -4.8817E+02 -1.0647E+02
0000385   2.7779E+02 -1.1469E+02  3.3028E+01
0000386   1.0186E+02 -1.7566E+02  1.8069E+02
0000387   1.8495E+02 -8.7518E+01  1.7657E+02
0000388   2.5280E+02  5.0263E+01 -1.7798E+02
0000389   5.1170E+02 -3.9743E+01 -1.5273E+02
0000390   4.0475E+02  3.0213E+02 -1.9589E+02
0000391   4.4072E+02 -1.0864E+01 -1.9240E+02
0000392   2.5410E+02  1.0073E+02  9.7746E+01
0000393   2.8723E+02 -8.4907E+01  2.8264E+01
0000394   5.9993E+02  1.4574E+02 -2.1211E+02
0000395   1.6503E+02  1.3032E+02 -4.2039E+02
0000396   6.7847E+01 -2.5047E+02 -5.8019E+01
0000397   6.1539E+02  6.5241E+01  4.4115E+01
0000398   1.3246E+02 -1.8169E+01 -4.2106E+02
0000399   3.2575E+02 -9.1969E+01 -2.5940E+02
0000400   5.0634E+02 -4.7776E+02  5.2509E+01
0000401   3.8495E+02  1.1931E+02  2.0404E+02
0000402   3.1279E+02  2.5903E+02  1.2852E+01
0000403   2.2037E+02 -5.1092E+01 -1.3923E+02
0000404   4.3767E+02  2.0234E+02 -2.2814E+02
0000405   2.1790E+02 -1.9423E+02 -3.8347E+01
0000406   1.5418E+02  9.9978E-01 -7.4273E+01
0000407   9.0969E+01 -9.1770E+01 -3.4674E+02
0000408   6.4271E+02  3.0548E+01  1.3202E+02
0000409   2.3986E+02  2.9587E+02  3.0141E+01
0000410   2.4998E+02  1.7158E+01  3.4671E+02
0000411   1.7609E+02 -4.8038E+01  1.8146E+02
0000412   2.5539E+02 -1.3556E+02 -1.8175E+02
0000413   1.9755E+02  2.4954E+01 -1.4077E+02
0000414   2.7255E+02  6.1596E+01 -1.2672E+02
0000415   1.6891E+02 -1.0720E+02 -2.1837E+02
0000416   3.8098E+02  3.5785E+01  3.8441E+02
0000417   4.4321E+02 -3.9525E+01  1.8906E+01
0000418   2.2864E+02 -1.8076E+02 -9.0982E+01
0000419   3.1545E+02  7.8899E+01 -7.1147E+00
0000420   3.8503E+02 -1.9752E+02 -6.6774E+01
0000421   3.8064E+02  1.5127E+02 -1.6665E+02
0000422   4.8898E+02  5.4619E+00 -2.6129E+02
0000423   2.2334E+02  2.6317E+02 -1.7471E+02
0000424   5.1340E+02 -1.2367E+02 -1.1188E+02
0000425   2.0109E+02  1.8172E+02  1.1533E+02
0000426   6.4303E+01 -3.7383E+02  4.0119E+01
0000427   2.4832E+02 -6.0765E+01 -9.2659E+01
0000429   5.3377E+02 -1.4525E+02  1.1654E+02
0000430   3.5425E+02 -3.1476E+02  5.1311E+01
0000431   4.5702E+02 -3.7031E+02 -9.2339E+01
0000432   2.8086E+02 -3.8823E+01 -1.9959E+02
0000433   3.9630E+02 -1.3115E+02 -2.5160E+01
0000434   4.4939E+02 -3.4958E+02  7.2947E+01
0000435   5.4241E+02 -4.1049E+01  1.8307E+02
0000436   3.9188E+02  1.4549E+02 -8.0575E+01
0000437   2.9803E+02  4.3575E+01 -1.9783E+02
0000438   1.1378E+02 -3.3310E+02 -1.9913E+02
0000439   6.2055E+02  3.3804E+01 -7.8340E+01
0000440   9.0168E+01  1.5228E+02 -9.7295E+01
0000441   2.7342E+02 -2.6728E+02  8.9226E+01
0000442   5.3259E+02 -4.9732E+00 -1.2314E+02
0000443   4.7894E+02  2.4287E+02 -9.9968E+01
0000444   9.1285E+01 -4.9699E+01  1.3317E+02
0000445   4.0324E+02 -8.2954E+01  7.3472E+01
0000446   4.2346E+02  2.2479E+02 -3.8901E+01
0000447   1.2801E+02 -1.0421E+02 -7.3126E+01
0000448   4.2842E+02  1.3015E+02  1.7528E+02
0000449   7.0203E+01  1.2267E+02 -4.7654E+01
0000450   6.1863E+02  3.4650E+02 -1.9794E+02
0000451   7.1834E+01 -2.7624E+01 -1.8015E+02
0000452   6.1750E+01 -2.7830E+02 -1.8214E+02
0000453   3.7488E+02 -2.7305E+02 -3.3325E+01
0000454   1.6435E+02 -3.1416E+01 -1.9172E+02
0000455   5.5178E+02 -5.6155E+01  2.0731E+02
0000456   1.0978E+02  3.2227E+02 -1.8227E+02
0000457   4.7296E+02 -1.6125E+02  1.8192E+02
0000458   1.5877E+02 -8.2921E+01 -6.2837E+01
0000459   3.7813E+02  8.0909E+01 -1.5902E+02
0000460   3.2274E+02  3.7058E+01  2.6525E+02
0000461   4.0250E+02 -2.7405E+02 -7.2678E+01
0000462   4.1509E+02 -1.8635E+02 -7.9919E+01
0000463   2.6158E+02 -1.2779E+02 -1.3087E+02
0000464   3.1044E+02  1.0233E+02  9.9600E+00
0000465   5.0915E+02  2.2491E+02 -5.6485E+01
0000466   2.0510E+02 -5.0869E+01 -9.6942E+01
0000467   1.6542E+02 -2.1221E+02  7.4943E+00
0000468   1.4328E+02 -8.8856E+01  1.2959E+02
0000469   1.6525E+02  2.1358E-01  4.2884E+01
0000470   5.8544E+02  2.4609E+02 -1.0493E+02
0000471   2.4950E+02 -6.6303E+01 -1.3972E+02
0000472   9.4881E+01  2.0951E+02 -1.3047E+02
0000473   4.6630E+02  2.4477E+01  3.5888E+02
0000474   2.9553E+02  2.8501E+01  1.2810E+02
0000475   3.8052E+02  3.4941E+00  5.5074E+00
0000476   1.2128E+02  9.2357E+01 -2.3503E+02
0000477   2.3761E+02  2.9642E+02  1.7929E+02
0000478   3.9961E+02  9.2323E+01 -5.8013E+01
0000479   5.7588E+02 -1.2271E+02 -8.8840E+01
0000480   4.7999E+02 -9.5490E+01 -1.5456E+02
0000481   5.0038E+02 -1.3430E+02  6.1869E+01
0000482   3.7693E+02 -2.6550E+02 -7.7237E+01
0000483   4.6571E+02 -2.6872E+01  4.0105E+01
0000484   3.0440E+02  2.4135E+02 -6.8539E+01
0000485   3.1152E+02 -2.0943E+02  8.4799E+01
