============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   6.6008E+01  1.3266E+02  1.3680E+02
0000002   7.0040E+01 -1.9024E+02  9.2548E+01
0000003   1.6631E+02 -3.2398E+01  1.0278E+02
0000004   3.4081E+02 -1.3418E+02 -4.5053E+01
0000006   1.4681E+02 -2.2284E+02  2.1449E+02
0000007   8.5417E+01  3.9874E+00  1.0800E+00
0000008   3.5050E+02 -1.6555E+02  2.0030E+02
0000009   3.6435E+02 -1.3144E+02 -3.4773E+01
0000010   3.5074E+02 -1.9841E+02 -1.7635E+02
0000011   2.6350E+02  1.4672E+02 -5.9425E+00
0000012   4.4420E+02  1.2396E+02  9.8107E+01
0000013   4.5812E+02 -3.7018E+01 -2.3705E+02
0000014   1.6713E+02  9.4436E+01 -1.0046E+02
0000015   5.6965E+01 -2.8274E+01 -2.3779E+02
0000016   1.5852E+02  2.0027E+02 -5.7687E+01
0000017   3.7704E+02  3.8457E+01 -2.6584E+01
0000018   6.4265E+02  1.8185E+02 -3.2733E+00
0000020   1.7909E+02  8.1506E+01  3.6039E+02
0000021   1.4789E+02 -3.1745E+02 -3.5558E+01
0000022   6.0455E+02 -2.7285E+02  3.9434E+01
0000023   2.3287E+02 -2.6436E+02  7.4792E+01
0000024   4.3273E+02  4.0536E+01  2.5832E+02
0000025   3.8829E+02 -1.5065E+02 -3.0230E+01
0000026   1.5421E+02  3.4770E+01 -1.6267E+02
0000027   4.5293E+01  2.7393E+02 -9.6943E+01
0000028   1.4504E+02  1.0649E+02 -1.5099E+02
0000029   3.8312E+02  3.4863E+02 -6.8427E+01
0000030   3.1756E+02 -3.5182E+01 -2.4511E+01
0000031   1.6682E+02 -1.0812E+02  2.1476E+02
0000032   2.1096E+02  9.0802E+01  2.1403E+02
0000033   6.2259E+02  1.7893E+02  2.0256E+02
0000034   5.5811E+02  1.6762E+02  2.1954E+01
0000035   4.5565E+02 -1.9253E+02 -1.1341E+01
0000036   2.4430E+02 -2.0400E+02  2.9730E+02
0000037   2.7453E+02 -7.2260E+01  2.2536E+02
0000038   5.3166E+02 -7.2879E+01  5.9056E+00
0000039   2.9508E+02  1.4264E+02 -2.0646E+02
0000040   1.5305E+02 -1.9420E+01  3.7669E+02
0000041   3.5421E+02 -7.5682E+01 -1.3430E+02
0000042   4.2915E+02 -1.3080E+01  1.0449E+02
0000043   3.7265E+02 -2.6378E+01 -8.1039E+01
0000044   7.0539E+01  6.0547E+01 -2.4892E+01
0000045   2.9394E+02  3.9283E+02 -1.5313E+02
0000046   2.4958E+02  1.9868E+02  7.5885E+01
0000047   4.3170E+02 -2.9993E+02  9.2003E+01
0000048   1.5884E+02  1.2821E+02 -7.4986E+00
0000049   1.8736E+02 -3.8673E+01  2.0435E+01
0000050   2.9846E+02  2.0576E+02  2.0814E+02
0000051   4.9260E+02  2.0134E+02 -2.5791E+02
0000053   3.9485E+02 -1.9235E+02 -8.8825E+01
0000054   5.7898E+02  1.9908E+02 -6.2082E+01
0000055   1.6842E+02  3.3959E+00  1.6207E+02
0000056   1.5277E+02 -1.1060E+02  6.4854E+01
0000057   1.5953E+02  2.0397E+02 -3.5084E+02
0000059   1.6257E+02  2.1400E+02  8.1247E+01
0000060   1.6632E+02  1.1631E+02 -7.9147E+01
0000061   2.3524E+02 -2.3182E+02 -7.1523E+00
0000062   1.9218E+02  4.6048E-01 -1.5246E+02
0000063   4.1660E+02 -1.6887E+02 -1.0076E+02
0000064   3.4192E+02  4.4553E+02 -1.1900E+02
0000065   2.2356E+02 -2.0636E+02 -1.2875E+02
0000066   2.3367E+02  5.3738E+01  1.9290E+02
0000067   2.6040E+02 -1.6309E+02 -1.1428E+02
0000069   9.3846E+01  2.8662E+02 -2.7942E+01
0000070   2.7706E+02  2.6415E+02 -2.8928E+02
0000071   2.4308E+02 -5.4973E+01 -4.0323E+02
0000072   2.8416E+02 -1.7066E+01  1.6823E+02
0000073   3.5109E+02  7.2513E+01 -3.0864E+01
0000074   5.0465E+02 -1.8045E+02  9.8585E+01
0000075   4.2872E+02 -1.6741E+02  2.0418E+02
0000077   3.5409E+01  2.0580E+02 -3.0712E+02
0000078   1.9655E+02 -9.4003E+01  1.9310E+02
0000079   6.2962E+02  4.9470E+01 -3.0260E+02
0000080   2.0595E+02 -7.5430E+01  1.2801E+01
0000082   5.9894E+02  1.4994E+01  2.3404E+02
0000083   1.4363E+02  2.0165E+01  8.0912E+01
0000085   1.8634E+02 -1.3560E+02 -5.4355E+01
0000086   4.9365E+02 -4.7558E+01 -1.1586E+02
0000087   5.5831E+01 -6.0285E+01 -1.5416E+02
0000088   5.1002E+02  7.4241E+01 -4.4005E+02
0000089   1.4218E+02 -4.2536E+02 -5.9125E+01
0000090   4.5279E+02 -2.2588E+02 -1.7916E+01
0000091   1.2648E+02  5.5647E+02  1.3024E+02
0000092   5.9182E+01  2.3923E+02 -8.0040E+01
0000095   5.0387E+02  2.6301E+02  1.1896E+02
0000096   4.4806E+02 -1.5748E+02  1.2933E+02
0000097   1.8981E+02 -4.9661E-01  1.3385E+02
0000098   3.1095E+02 -9.5307E+01  1.3287E+02
0000099   2.3740E+02 -9.0500E+01 -9.1060E+01
0000100   2.1583E+02 -1.0043E+02 -9.4400E+01
0000101   1.4376E+02 -5.2695E+01 -9.3009E+01
0000102   2.4025E+02  2.2952E+02  3.1366E+02
0000103   1.5304E+02 -2.4810E+02 -1.6865E+02
0000104   1.2471E+02  1.9721E+02 -8.6028E+01
0000105   2.6579E+02  1.8301E+02  1.4404E+01
0000106   5.1181E+02 -8.1563E+01 -2.0217E+02
0000108   4.1383E+02  2.9456E+01 -7.3795E+01
0000109   3.5771E+02  1.3410E+02  6.8845E+01
0000110   2.6769E+02 -2.1787E+02  3.5943E+01
0000112   1.5192E+02 -6.6540E+01  4.7708E+02
0000113   3.0337E+02 -2.3140E+02 -2.1768E+02
0000114   3.0561E+02  1.6502E+02 -2.1944E+02
0000115   3.6795E+02 -2.5514E+02  1.8228E+02
0000116   5.1290E+02 -8.8856E+01 -2.1902E+02
0000117   5.5887E+02  7.4473E+01 -7.2762E+01
0000118   2.4492E+02  1.1416E+02  3.0237E+02
