============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.4672E+02 -7.9593E+00 -2.5323E+01
0000002   4.3317E+01 -2.8428E+02 -1.2432E+02
0000003   4.4384E+02  3.9754E+02 -6.9045E+01
0000004   3.2006E+02 -4.2854E+01 -1.1675E+02
0000005   2.2727E+02 -3.6928E+01 -1.4467E+02
0000006   3.2640E+02  4.2462E+02  9.8228E+01
0000008   3.7569E+02  1.1520E+02 -1.0352E+02
0000009   3.8036E+02  2.2866E+02 -2.2816E+02
0000010   2.1007E+01  2.2768E+02  1.2547E+02
0000011   1.0846E+02 -1.1770E+02 -9.3185E+01
0000012   2.7950E+02 -7.4514E+01 -5.7717E+01
0000013   3.8227E+02  1.4738E+02 -4.5299E+02
0000014   2.7461E+02 -4.1570E+01 -1.6002E+02
0000015   4.6339E+02  3.9264E+02 -2.4923E+02
0000016   2.1945E+02 -6.2116E+01 -5.0197E+01
0000017   6.2901E+02 -7.3560E+01  7.3865E+00
0000018   2.7398E+02  2.4446E+02  4.3864E+02
0000020   3.8899E+02 -2.2733E+02 -2.7444E+01
0000021   3.2468E+02 -2.2186E+02  1.9898E+02
0000022   1.9440E+02 -1.1121E+02 -3.1265E+02
0000023   4.0681E+02  1.7550E+01 -1.0910E+02
0000024   2.6718E+02  2.7230E+02 -1.0933E+02
0000025   3.3174E+02 -3.5985E+02 -1.9447E+02
0000026   3.6004E+02 -2.2187E+01  3.8070E+02
0000027   2.0095E+02  1.2735E+02 -1.3870E+02
0000028   6.2425E+02  1.7815E+02 -2.0157E+02
0000029   3.0906E+02  8.0233E+01  2.4089E+00
0000030   2.6856E+02 -6.7962E+01 -1.7940E+02
0000031   6.5583E+01 -7.6146E+01 -3.4121E+01
0000032   4.8707E+02  2.1206E+02  2.1963E+02
0000033   3.2423E+02  7.0385E+01  6.8153E+01
0000034   4.1839E+02 -2.7201E+02 -1.9749E+02
0000035   4.8184E+02  2.1206E+02  9.3198E+00
0000036   1.5687E+02  1.9696E+01  1.5660E+02
0000037   5.1491E+02 -1.5575E+01 -1.5492E+02
0000038   6.8309E+01 -6.3314E+01 -8.6813E+01
0000040   1.8360E+02 -2.6902E+02 -3.8450E+02
0000041   5.9776E+02  5.4647E+00 -2.0495E+02
0000042   3.5999E+02  2.5579E+00  1.9669E+02
0000043   2.8007E+02 -4.1074E+01  9.3007E+01
0000044   2.9011E+02 -7.0225E+01 -2.2770E+02
0000045   2.7342E+02 -1.4603E+02 -5.7958E+02
0000046   1.2216E+02  8.9727E+01  8.4168E+01
0000047   4.4977E+02 -4.2845E+01 -1.2781E+02
0000048   2.7224E+01  1.3355E+02  2.1329E+02
0000049   5.9852E+02  8.2256E+01  1.1781E+02
0000050   3.5194E+02 -9.7189E+01  3.1663E+02
0000051   2.6836E+02 -1.4410E+02  4.9008E+01
0000052   2.2395E+02 -2.8027E+02  1.8566E+01
0000053   2.2968E+02 -6.9347E+01  1.0097E+02
0000054   1.3304E+02  8.8556E+01  3.6884E+02
0000055   1.6597E+02  3.8861E+02 -1.7774E+02
0000056   1.4377E+02 -3.6927E+01 -1.0106E+02
0000057   1.4940E+02  6.9473E+01  1.4546E+02
0000058   1.6884E+02  3.7690E+01 -2.1101E+02
0000059   2.4189E+02  1.4729E+02  5.7490E+01
0000060   5.6878E+02 -8.6459E+01 -2.7417E+02
0000061   4.8642E+02  1.7887E+02  1.3867E+01
0000062   3.7929E+01  2.6140E+02 -5.4984E+01
0000063   5.1063E+02 -2.1135E+02 -2.6878E+02
0000064   5.3779E+02  1.4619E+02 -2.1629E+01
0000065   4.5707E+02  1.3969E+02 -3.5473E+02
0000066   5.0677E+02 -3.8328E+01  1.0827E+02
0000067   4.1581E+02  2.3074E+02  1.7492E+02
0000068   5.2767E+02  9.1728E+01 -1.5852E+02
0000069   3.0646E+02 -3.8623E+01 -2.5798E+02
0000070   8.5869E+01  5.4494E+01  3.4537E+01
0000071   5.3191E+00  4.3202E+01  9.9312E-01
0000072   2.1818E+02 -2.0068E+02  1.8648E+02
0000073   4.6281E+02 -3.4446E+01  1.1082E+02
0000074   4.7954E+02  1.5876E+02  1.2663E+02
0000075   2.0788E+02 -2.1197E+02 -1.6412E+01
0000076   1.6177E+02  1.2183E+02  2.3125E+02
0000077   4.2253E+02  9.7897E+01  1.9168E+02
0000078   2.4238E+02 -4.0764E+01 -4.1653E+01
0000079   2.0883E+02 -7.6465E+01 -1.4389E+01
0000080   3.5455E+02 -1.7158E+02 -1.6602E+02
0000082   2.9737E+02  3.0078E+02 -6.9607E+01
0000083   2.1638E+02  1.5091E+02  3.7242E+01
0000084   3.8462E+02  1.2066E+02 -1.8097E+02
0000085   9.9445E+01  1.6778E+02 -8.0283E+01
0000086   6.7699E+01  3.2563E+00 -1.2722E+01
0000087   3.3486E+02  8.7906E+01  1.1538E+02
0000088   4.2893E+02 -9.6068E+01  1.8135E+02
0000089   4.5168E+02 -1.4811E+02 -8.1729E+01
0000091   1.5002E+02 -3.0656E+01  2.5877E+02
0000092   1.4904E+02 -2.7242E+02 -1.1959E+02
0000093   2.4296E+02 -1.9367E+02 -1.0228E+01
0000094   3.5032E+02  2.9858E+01  2.7303E+02
0000095   3.4718E+02 -1.8281E+02  1.0058E+02
0000096   3.9842E+02  2.2927E+02  1.5164E+02
0000097   2.7019E+02  2.2680E+02  3.2091E+01
0000098   4.8278E+02 -1.4487E+02  1.5117E+02
0000100   6.1583E+02  4.1590E-01  2.8302E+02
0000101   1.9153E+02  2.5664E+01  6.6016E+00
0000102   5.2224E+02  2.1433E+02  3.2034E+01
0000103   2.4254E+02 -8.0788E+01  2.0416E+02
0000104   1.2655E+02  3.5459E+01 -1.9029E+02
0000105   3.6866E+02  3.9263E+01  1.1691E+02
0000106   2.6924E+02 -2.6548E+02  1.6496E+02
0000107   6.0108E+01 -1.4079E+02 -1.3839E+02
0000108   5.1941E+02  3.2071E+02 -1.7101E+02
0000109   4.3386E+02 -1.8645E+02 -7.5788E+01
0000111   6.6878E+02 -2.2481E+01 -2.1095E+02
0000112   3.1242E+02 -7.8212E+01  2.8166E+01
0000113   4.9012E+02 -1.6845E+01  5.3765E+01
