============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.3830E+02 -1.5956E+02  7.8964E+01
0000003   3.7053E+02 -2.2184E+02 -1.8244E+01
0000004   4.1441E+02 -1.0144E+02  3.5431E+01
0000005   2.4345E+02 -5.9012E+01 -1.8912E+02
0000006   6.0905E+02 -1.5738E+02  3.8409E+01
0000007   4.3993E+02  1.4597E+02  3.8424E+01
0000008   2.3198E+02 -8.0479E+00  3.1934E+02
0000009   3.0618E+02  1.0304E+01 -9.2583E+01
0000010   4.7319E+02 -7.4826E+00  2.9728E+02
0000011   5.1045E+02 -3.0822E+00 -2.5893E+02
0000012   4.0192E+01  1.1444E+02  4.0136E+00
0000013   4.1147E+02  2.7452E+02 -1.3790E+02
0000014   4.6265E+02 -1.0514E+02 -3.3557E+02
0000015   1.9054E+02  1.0999E+02  4.6031E+02
0000016   2.0381E+02  3.9640E+02  2.0076E+01
0000017   6.3278E+01 -2.6594E+02 -3.4578E+01
0000018   4.1458E+01  4.1691E+01 -8.5305E+01
0000019   5.6589E+02  1.6987E+02 -1.4655E+02
0000020   4.1699E+02 -9.6651E+01  1.2589E+02
0000021   2.1190E+02 -3.2869E+02 -9.7064E+01
0000022   6.5202E+02  2.6790E+02 -1.4256E+02
0000023   5.0950E+02 -4.7216E+01 -2.2831E+02
0000024   3.1739E+02  1.6628E+02  2.2486E+01
0000025   1.6276E+02 -1.7015E+02 -2.2068E+02
0000026   4.1921E+02  1.0495E+02 -4.8563E+01
0000027   5.5506E+02 -5.4603E+01  6.0047E+01
0000028   3.3142E+02 -2.3551E+02 -1.0279E+02
0000029   3.2682E+02  1.6119E+01 -2.9272E+02
0000031   1.8808E+02  4.9049E+01 -3.4916E+01
0000032   1.9302E+02  2.6225E+02  1.1027E+02
0000033   2.5533E+02 -8.6475E+01  2.8477E+02
0000034   3.7334E+02  4.2220E-02 -1.1793E+02
0000035   3.8722E+02  1.0594E+02 -5.6843E+01
0000036   2.6441E+02 -1.6453E+01 -1.5907E+02
0000037   6.1998E+01 -1.5964E+02  2.2224E+02
0000038   1.6745E+02  5.1189E+01 -1.2090E+02
0000039   6.3300E+02 -5.3605E+01  1.3427E+02
0000040   3.1439E+02 -4.1060E+01 -1.5378E+02
0000043   2.6646E+02  6.8899E+00  7.4522E+01
0000044   1.3851E+02 -2.8890E+02 -2.2994E+02
0000045   4.8219E+01 -1.4940E+02  6.6318E+01
0000046   3.5662E+01  3.4545E+01 -7.2455E+01
0000047   3.0469E+02  6.9231E+00 -5.7924E+01
0000048   3.1455E+02 -5.9276E+01  8.9587E+01
0000049   1.0477E+02  1.0341E+02  1.0763E+02
0000050   4.6875E+02 -1.2989E+02  8.7755E+01
0000051   2.6303E+02 -1.6148E+01 -1.3208E+01
0000052   3.2105E+02 -4.4107E+02  4.2320E+01
0000053   4.0486E+02 -1.5984E+01  1.0188E+02
0000054   3.7370E+02  1.6848E+02 -6.2900E+01
0000055   2.0636E+02 -1.7775E+02 -1.5126E+02
0000056   2.8675E+02 -2.9883E-01 -1.7650E+02
0000057   3.3145E+02 -2.6016E+01 -2.1238E+02
0000058   2.2676E+02  8.8213E+00  5.0077E+01
0000059   2.5479E+02 -2.8457E+02  1.8767E+02
0000060   3.4428E+02  3.6811E+02  2.7755E+02
0000061   8.1994E+01  3.6199E+01  3.0172E+01
0000062   3.7847E+02 -1.1876E+01  6.8120E+01
0000063   4.3034E+02  2.3435E+02  1.2077E+02
0000064   1.3033E+02  2.9750E+02 -4.0404E+02
0000065   4.7200E+02  6.2980E+01 -2.2115E+02
0000067   7.1700E+02 -1.8431E+02 -1.4992E+02
0000068   1.9927E+02  1.4154E+02 -6.4904E+00
0000069   2.9864E+02 -4.3411E+01 -2.1052E+01
0000070   4.4357E+02 -3.4752E+01  2.4157E+02
0000072   3.9806E+02  7.5274E+01 -1.9743E+02
0000073   3.4132E+01  1.6285E+02 -2.3651E+02
0000074   2.5223E+02  1.5320E+01 -6.4259E+01
0000075   3.3203E+02  1.3957E+02  1.5028E+02
0000076   6.6304E+02 -1.9581E+02  6.9368E+01
0000077   1.4052E+01  3.4088E+01  3.8632E+01
0000078   2.5216E+02 -1.7453E+02 -6.0349E+01
0000080   1.3878E+02 -9.6494E+01  1.1669E+02
0000081   2.0875E+02 -1.3013E+02  8.3323E+01
0000082   2.6987E+02  4.3088E+01 -1.5714E+02
0000084   2.9760E+02 -3.5948E+00 -3.1285E+01
0000085   3.9652E+02 -3.9849E+02  2.0739E+02
0000086   5.1640E+02 -4.8174E+01  1.6646E+02
0000087   3.2934E+02  1.6540E+02  7.8341E+01
0000088   4.2042E+02  6.7145E+01  2.7523E+02
0000089   5.4461E+02 -4.6585E+00  3.1971E+02
0000090   3.9745E+02 -3.4731E+01  7.1451E-01
0000091   3.9118E+02 -6.4577E+01 -2.6417E+02
0000092   4.8926E+02 -1.7075E+02  1.1851E+02
0000093   3.2900E+02  1.2165E+02 -3.9027E+01
0000094   9.6295E+01 -4.1943E+02  7.4167E+01
0000095   2.2774E+02 -4.2641E+01  1.3076E+02
0000096   2.5664E+02  3.0253E+01  2.3404E+02
0000097   6.5558E+02 -3.4946E+01  6.1868E+01
0000098   1.1647E+02  2.9255E+02 -2.3372E+01
0000099   4.6630E+02 -8.4995E+01 -2.0504E+02
0000101   3.4255E+02 -8.0113E+01  1.8941E+01
0000102   1.7371E+02  1.3656E+02 -1.3637E+02
0000103   3.0694E+02 -3.7177E+02 -2.4031E+01
0000104   3.3185E+02  9.9643E+01 -3.3906E+02
0000105   2.2149E+02 -7.8394E+01  2.0966E+02
0000107   5.8978E+02  1.1750E+02 -2.7192E+02
0000108   1.6256E+02  2.0053E+02 -2.4887E+02
0000109   4.5565E+02 -1.0464E+02  2.0623E+02
0000110   2.4754E+02  6.7020E+01 -2.6332E+02
0000111   3.2584E+02 -2.1562E+02 -3.8776E+02
0000112   4.6650E+02  1.0097E+02 -1.9592E+02
0000113   3.5238E+02 -2.9122E+02 -3.1366E+01
0000114   8.3885E+01  4.5558E+02 -2.4857E+02
0000115   3.2465E+02  1.0296E+02  2.0391E+02
0000116   1.1188E+02  6.8002E+01 -2.3507E+02
