============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 3000000.E-05 keV
0000115   4.9656E+02 -5.0960E+01  9.2436E+01
0000116   1.9389E+02  2.4432E+01  5.9023E+01
0000117   6.6273E+02 -5.3933E+01  1.6413E+02
0000118   4.1105E+02 -9.5983E+01 -3.7511E+02
0000119   1.2071E+02 -1.7085E+02  1.1682E+02
0000120   5.3992E+02 -3.6343E+02  2.3240E+01
0000121   5.5870E+00 -1.3773E+02 -1.0296E+02
0000122   3.3371E+02  1.4968E+02  1.9288E+02
0000123   4.1917E+02  2.9558E+01  4.0954E+01
0000124   4.7715E+02  3.7457E+01 -3.7473E+01
0000125   3.6060E+02 -7.1235E+01  3.0471E+02
0000126   2.5375E+02  9.2466E+01 -4.1142E+01
0000127   2.8383E+02 -1.6080E+02 -1.4632E+01
0000128   4.3703E+02  9.7544E+01  1.4091E+02
0000129   6.1407E+01  1.1132E+02 -1.2307E+02
0000130   3.3011E+02  1.7245E+01  3.4158E+01
0000131   2.5659E+02  8.7383E+01  3.0495E+01
0000132   4.3542E+02 -1.4203E+02  1.4958E+02
0000133   3.1216E+02 -2.5268E+02  1.2682E+01
0000134   4.5340E+02  5.1609E+01 -1.6001E+02
0000135   3.2905E+02 -1.8254E+02 -1.7048E+02
0000138   1.8477E+02  1.3018E+02 -7.9090E+01
0000139   3.1380E+02  1.5809E+02 -2.3013E+01
0000140   4.1814E+02 -1.2542E+02 -8.7924E+01
0000141   3.6899E+02 -3.1256E+01  6.4147E+01
0000142   1.3362E+02  3.8481E+01  9.4712E+01
0000143   2.6011E+02 -3.2964E+02 -8.9166E+01
0000144   3.0678E+02  2.4363E+02  7.7914E+01
0000145   2.3589E+02  6.9672E+01 -4.6168E+01
0000146   4.7352E+02 -1.6759E+02  1.8607E+02
0000148   3.2277E+02 -2.3085E+02  7.2312E+01
0000149   2.8078E+02 -1.0440E+02  2.6428E+02
0000150   8.8684E+01  3.4791E+01 -5.7496E+00
0000151   3.0554E+02 -1.1972E+02 -3.1873E+01
0000152   4.9309E+02  1.1358E+02 -8.0426E+01
0000153   4.3979E+02 -2.9091E+02  2.0554E+00
0000154   2.0119E+02  1.1948E+02  7.3985E+01
0000155   2.7706E+02  2.5242E+02 -2.7914E+02
0000156   3.7617E+02 -2.7007E+02  1.3488E+02
0000157   4.8765E+02  1.5198E+02  2.4431E+02
0000158   1.9557E+02 -1.8439E+02 -3.0812E+00
0000159   1.3375E+02  2.3403E+02  7.9434E+01
0000160   2.7217E+02 -7.3375E+01  2.0090E+02
0000161   4.8871E+02  7.9919E+01 -9.8010E+01
0000162   1.2270E+02 -2.7284E+02  8.9388E+01
0000163   3.9900E+02 -2.8493E+02 -2.0732E+02
0000164   7.6365E+01  9.6006E+01  5.2168E+01
0000165   2.3009E+02 -9.9292E+01 -2.6682E+01
0000166   3.6153E+02  5.1239E+01  5.6300E+01
0000167   4.4542E+02 -1.4842E+02 -1.7323E+02
0000168   1.2372E+02  4.7288E+01 -1.5974E+01
0000169   9.0081E+01 -1.6442E+01  1.1265E+02
0000170   1.9376E+02 -5.3239E+01  1.4185E+02
0000171   3.3452E+02  1.0009E+02  2.9332E+02
0000172   4.0252E+02  1.1235E+02  2.5645E+02
0000173   2.2305E+02  4.3113E+01 -1.3701E+02
0000174   6.6291E+02  1.2059E+02 -1.1098E+02
0000175   2.7302E+02  2.8189E+02  1.4154E+02
0000176   5.2744E+02  2.4799E+02  9.6264E+01
0000177   7.2135E+01  9.2643E+01 -5.3920E+01
0000178   2.7689E+02 -2.0107E+01 -3.4000E+01
0000179   3.1585E+02 -1.3703E+02 -5.5220E+01
0000180   6.8418E+01 -2.1569E+02  1.0647E+02
0000181   2.3969E+02 -1.6834E+02 -2.5354E+02
0000182   2.5381E+02 -7.6879E+01 -2.9886E+01
0000183   2.2793E+02  2.1140E+01  1.5571E+02
0000184   3.3308E+02 -3.2979E+00  1.1518E+02
0000185   2.5115E+02  1.7191E+02 -2.1502E+02
0000186   4.9727E+02  8.1178E+01  1.2656E+02
0000187   5.9990E+02 -8.4758E+01  2.2368E+02
0000188   9.2422E+01  1.5071E+02  1.3851E+02
0000189   3.4422E+02 -1.0266E+02  5.2242E+01
0000190   2.7174E+02 -9.7571E+01  1.8796E+02
0000191   3.5835E+02  2.0414E+02 -1.7361E+02
0000192   5.7792E+01  1.1581E+02  8.9730E+01
0000193   1.9626E+02 -3.5426E+02  4.4323E+01
0000194   3.0399E+02  7.9009E+01  1.6286E+02
0000195   3.1568E+02  8.3914E+01 -1.0183E+02
0000196   1.8111E+02 -2.1161E+01 -1.3633E+02
0000197   2.4750E+02  4.1830E+01 -2.5601E+02
0000198   2.6995E+02  2.3921E+02 -2.2368E+01
0000199   8.2660E+01  5.6012E+00  3.8466E+01
0000200   2.2551E+02 -5.4439E+01  1.3143E+02
0000201   4.0122E+02 -1.9718E+02  1.3251E+02
0000202   3.9109E+02  7.5785E+01  1.4081E+01
0000203   1.8429E+02  5.8511E+01 -6.1507E+02
0000204   2.9802E+02  1.9454E+02  1.0018E+02
0000205   7.7481E+01 -1.8168E+02 -1.5306E+02
0000206   3.4602E+02 -1.4582E+02  1.9718E+01
0000207   3.9003E+02  9.2153E+01 -3.8169E+01
0000208   5.2781E+02  2.3051E+02 -7.2853E+01
0000209   3.8340E+02 -2.0520E+02  1.1925E+02
0000210   4.6673E+02 -3.4815E+02  4.4057E+01
0000211   3.3574E+02  2.8209E+02 -1.7962E+02
0000212   2.4370E+02  1.6462E+02  1.4358E+02
0000213   4.7971E+02  8.3335E+01  2.1602E+01
0000214   2.4167E+02 -7.9561E+01 -1.8957E+02
0000215   2.5043E+02  4.8039E+01  3.4711E+02
0000217   4.6488E+02 -5.7418E+01  1.9595E+02
0000218   2.5643E+02  2.8602E+02  3.9668E+01
0000219   2.3475E+02 -3.9622E+02 -2.0638E+02
0000220   3.7133E+02 -1.1907E+02 -2.4529E+02
0000221   2.3872E+02  1.3075E+02 -1.6714E+02
0000222   2.8826E+02 -5.8706E+01 -1.0542E+02
0000223   1.1285E+02  1.6469E+02  9.2200E+01
0000224   4.7272E+02  1.0823E+02 -6.7412E+01
0000225   1.3133E+02 -4.9021E+01 -1.9480E+01
0000226   7.1045E+01  8.3195E+01 -5.6569E+01
0000227   1.3318E+02  6.5823E+01 -1.0815E+02
0000228   2.0610E+02 -2.2507E+02 -6.6441E+01
0000229   2.6909E+02  2.1105E+02  1.5610E+02
0000230   2.3621E+02  2.3764E+02  1.7413E+02
0000231   4.1232E+02 -2.0000E+02  1.6397E+02
0000232   3.7406E+02  2.7601E+02 -1.4209E+02
0000233   6.3551E+02 -1.4837E+02  1.4204E+02
0000235   6.0874E+02 -3.7283E+02  5.1253E+01
0000236   1.9273E+02 -2.2216E+01  1.6284E+01
0000237   2.8836E+02  5.7845E+01 -5.7140E+01
0000238   2.0037E+02 -7.3679E+00 -1.4684E+02
0000239   2.7251E+02 -8.4836E+01  5.9635E+01
0000240   2.4023E+02 -1.1303E+02 -2.8720E+02
0000241   3.7070E+02  3.8039E+02  9.6516E+01
0000242   3.1820E+02  1.3480E+02  1.2565E+02
0000243   3.0774E+02 -2.1185E+02  1.6009E+02
0000244   4.6835E+02  1.0027E+02 -4.6638E+01
0000246   1.3229E+02 -5.6293E+01  1.6923E+02
0000247   5.0870E+02  1.3090E+01 -3.4828E+01
0000248   2.9414E+02  1.3853E+02 -1.0758E+02
0000249   3.6393E+02 -1.4212E+02 -2.6354E+02
0000250   3.4520E+02  4.7236E+01  5.2283E+01
0000251   3.0102E+02 -7.7580E+01 -3.9291E+01
0000252   5.0387E+02 -2.5053E+02 -3.7821E+02
0000253   1.7656E+02 -1.7643E+01  4.4774E+01
0000254   4.8219E+02 -8.5497E+01  2.7700E+01
0000255   7.7542E+02 -5.1521E+01 -1.3158E+01
0000256   5.2046E+02  3.3100E+02 -2.5796E+02
0000257   3.9450E+02 -3.6250E+01 -1.9744E+02
0000258   2.6820E+02 -3.3862E-01  4.6836E+01
0000259   1.9735E+02 -1.3345E+02  1.5805E+02
0000260   3.2141E+02  1.7695E+01 -1.3916E+01
0000261   1.4476E+01  4.7051E+01  2.4042E+01
0000262   4.7003E+02 -1.2239E+02  1.3456E+02
0000263   3.6150E+02 -7.1132E+01  3.4534E+02
0000264   4.5924E+02 -5.4723E+01  3.2091E+02
0000265   1.4334E+02  3.9140E+02  3.8562E+02
0000266   3.9212E+02  7.4892E+00 -1.6118E+00
0000267   6.2379E+02 -1.2024E+02 -1.2070E+02
0000268   1.4958E+02 -1.0511E+02 -1.4088E+02
0000269   2.4784E+02  1.8139E+02 -1.6655E+02
0000270   4.1948E+02  3.8192E+01 -2.7269E+02
0000271   4.1556E+02 -7.0141E+01 -1.4502E+02
0000272   2.3405E+02 -1.3534E+02 -1.7310E+02
0000273   4.0475E+02 -9.4979E+01 -1.6245E+02
0000274   2.9014E+02 -5.1249E+01 -1.2072E+02
0000275   2.4879E+02  7.1085E+01 -1.3913E+02
0000276   3.7787E+02 -3.0408E+02  8.1409E+01
0000277   2.8573E+02 -2.5456E+02  1.6956E+02
0000278   3.5064E+01  4.6983E+01  9.8984E+01
0000279   1.6946E+02  2.1435E+02  9.3409E+01
0000280   5.7567E+02 -4.1531E+01  1.9138E+02
0000281   2.6432E+02  8.6505E+01  3.5047E+02
0000282   1.3986E+02  1.6068E+01 -7.9468E+01
0000283   2.9033E+02 -1.4282E+02  2.1773E+01
0000284   3.4385E+01  8.6622E+00  2.7815E+01
0000285   4.0789E+02  4.9675E+01 -7.6638E+01
0000286   3.0412E+02 -8.0456E+01  1.6527E+02
0000287   1.1582E+02 -2.1779E+01 -3.5305E+02
0000288   4.2259E+02 -1.1594E+02 -1.2841E+02
0000289   5.3707E+02 -7.6535E+00 -5.8888E+01
0000290   3.0311E+02 -2.2845E+01 -7.2219E+01
0000292   5.5091E+02  7.8384E+00 -1.4636E+02
0000293   1.3669E+02 -1.1090E+02 -4.3757E+01
0000294   2.5500E+02 -8.3740E+00 -1.5121E+02
0000296   4.5474E+02 -2.9352E+02  2.1052E+02
0000297   3.8145E+02 -3.1408E+01  6.1100E+01
0000298   1.3221E+02 -3.4271E+01 -9.5929E+01
0000299   2.3091E+02 -1.4750E+02 -5.9042E+01
0000300   3.8447E+02  5.5312E+01  2.9599E+02
0000301   3.5402E+02 -3.4717E+02 -7.3827E+01
0000302   8.2498E+01 -3.9924E+01  4.4583E+00
0000303   3.1849E+02 -2.4147E+02 -2.0022E+02
0000304   2.4543E+02 -1.5821E+01 -2.5590E+02
0000305   2.4755E+02 -1.1932E+02  1.1031E+02
0000306   3.0986E+02  2.5206E+02 -3.0544E+02
0000307   4.3118E+02 -3.9648E+02  7.1541E+01
0000308   4.2360E+02 -9.3624E+01 -5.3484E+01
0000309   1.8237E+02 -1.1690E+02 -2.5163E+02
0000310   3.3957E+02 -1.4099E+02 -5.4037E+01
0000311   8.9527E+01  2.0233E+02  4.1241E+02
0000312   4.6222E+02 -5.5234E+01 -1.9354E+02
0000313   2.5322E+02  6.6138E+01 -4.5666E+02
0000314   3.3841E+02  1.8230E+02  2.0923E+02
0000316   3.1348E+02 -1.0041E+02 -1.8731E+01
0000317   5.4122E+01 -1.3448E+01  4.3959E+01
0000318   6.6961E+02 -2.9668E+02  9.3476E+00
0000319   2.6351E+02  1.8475E+02  9.9383E+01
0000320   7.6187E+01 -3.0907E+02  1.0733E+02
0000321   2.8901E+02  1.9450E+02 -1.5530E+02
0000322   6.4537E+01  1.9279E+02  9.3556E+01
0000323   2.3992E+02 -2.5368E+01  3.1162E+02
0000324   1.8532E+02  1.4872E+02 -6.0368E+01
0000325   5.1807E+02  5.1336E+00 -1.9601E+02
0000326   5.4605E+01 -7.6422E+01  3.6854E+01
0000327   5.2141E+01  8.9511E+01  1.1229E+02
0000328   4.2472E+02  2.2950E+02  1.1615E+02
0000330   2.3588E+02  2.7715E+02 -2.3972E+01
0000331   2.1267E+02  1.1047E+02  1.3504E+02
0000333   2.9374E+02  1.7764E+02 -4.3905E+02
0000334   3.0576E+02 -7.8276E+01  5.1765E+01
0000335   3.1286E+02  1.3758E+02 -1.5107E+02
0000336   1.6545E+02 -7.3187E+01 -3.0350E+02
0000337   2.9629E+02  7.4882E+01 -2.2520E+02
0000338   3.3575E+02 -1.2163E+02 -1.2416E+02
0000339   1.3862E+02 -1.0713E+01 -1.2952E+02
0000340   2.0421E+02  1.3662E+02  6.0952E+01
0000341   2.6752E+02 -7.3196E+01  3.4882E+02
0000342   2.5824E+02  4.7011E+02 -2.1864E-01
0000343   1.4141E+02 -7.2148E+01  1.0528E+02
0000344   3.8005E+02 -9.7685E+01 -1.5369E+00
0000345   2.1375E+02  6.8291E+01  2.5620E+01
0000346   4.6867E+02 -1.0276E+01  1.2268E+02
0000347   8.9192E+01 -1.0042E+02 -6.6408E+01
0000348   1.9543E+02  1.0812E+02  7.3966E+01
0000349   7.4236E+01 -1.0099E+02  6.4240E+01
0000350   3.9114E+02  6.6103E+01 -1.9171E+02
0000351   3.6279E+02  2.3050E+01 -2.9495E+02
0000352   5.1968E+02  2.8305E+01  2.5279E+02
0000353   8.1291E+01 -1.9825E+02 -3.4165E+00
0000355   6.6933E+02  1.6814E+02  2.4962E+02
0000356   3.8993E+02  5.4859E+01  1.0554E+02
0000358   5.7260E+01  2.7798E+01  2.2325E+02
0000359   4.5330E+02 -1.0895E+02 -1.1031E+02
0000360   7.1727E+02 -1.1193E+02 -3.1240E+02
0000361   4.3768E+02 -2.1182E+02  1.8219E+00
0000362   2.7822E+02  1.3878E+02 -7.2101E+01
0000363   1.3006E+02  2.0841E+02  9.7416E+00
0000364   3.1605E+02 -1.2117E+02  2.8712E+02
0000365   3.7407E+02  6.1155E+01 -2.1417E+02
0000366   3.1438E+02 -8.0771E+00  1.6203E+02
0000367   2.8918E+02  2.1561E+02  2.2995E+02
0000368   1.9791E+02  1.5623E+01 -3.2111E+01
0000369   1.8822E+02 -9.5764E+01  6.7671E+01
0000370   1.5941E+02  5.5245E+01 -1.3904E+01
0000371   2.1720E+02 -2.0604E+01 -1.4985E+02
0000372   6.1795E+02 -5.5779E+01  3.9838E+02
0000373   2.8018E+02  1.3313E+02  1.7150E+02
0000374   3.5124E+02  2.6185E+02 -1.8535E+02
0000375   8.5637E+01 -9.4190E+01 -5.2932E+01
0000376   3.3385E+02 -1.6005E+02 -6.6850E+01
0000377   2.4705E+02  1.3174E+02 -2.0235E+02
0000378   3.8729E+02 -9.6130E+00  6.4983E+00
0000379   6.5171E+01 -9.2310E+01  2.8261E+02
0000380   4.7409E+02 -1.9192E+02  7.4796E+01
0000381   2.0657E+02 -1.2461E+02 -1.0231E+02
0000382   3.1689E+02  9.7997E+01  1.1461E+02
0000383   3.1221E+02  8.4742E+01  2.1835E+02
0000385   3.2715E+02  3.5456E+02  4.7720E+00
0000386   3.4779E+02 -9.4775E+01 -2.4739E+02
0000387   1.4755E+02 -4.0200E+02  1.0894E+02
0000388   2.4848E+02 -3.1360E+01 -2.9022E+02
0000389   2.5476E+02  2.2668E+02 -5.9009E+01
0000390   3.4984E+02 -1.3397E+02 -1.0992E+02
0000391   1.2175E+02 -9.2626E+01  2.2896E+01
0000392   2.1794E+02 -6.6463E+00  4.3025E+00
0000395   1.1179E+02  3.6381E+02  3.3140E+02
0000396   6.0677E+02  4.4258E+02 -2.4916E+02
0000397   1.7889E+02 -6.1324E+00  2.4837E+02
0000398   1.0247E+02  2.3087E+02  1.8872E+02
0000399   3.1736E+02  2.9320E+00 -1.4638E+02
0000400   2.3265E+02  9.9410E+01 -2.4892E+02
0000401   4.2221E+02  4.0313E+01 -6.2552E+01
0000402   1.6035E+02  8.6611E+01  1.2157E+02
0000403   5.2229E+02  4.1261E+01  3.0068E+01
0000404   9.6579E+01  1.1882E+02  2.1642E+02
0000405   2.1910E+02 -3.4753E+02 -6.9756E+01
0000407   2.8011E+02 -6.3748E+01 -3.4554E+02
0000408   1.8086E+02 -7.8060E+01  7.8021E+01
0000409   2.3204E+02 -1.2961E+02 -1.6305E+01
0000410   2.3440E+02 -1.6202E+02 -1.3715E+02
0000411   2.7319E+02 -1.7840E+02 -1.3789E+02
0000412   2.7248E+02  7.6680E+01  1.2297E+02
0000413   4.1297E+02  4.5039E+02  1.8762E+02
0000414   1.0640E+02 -5.8620E+01  1.4297E+02
0000415   5.4061E+02  1.4942E+02  1.6425E+02
0000416   1.4570E+02  3.2580E+02  5.7445E+01
0000417   3.1322E+02 -4.3347E+00 -9.1705E+01
0000418   2.2455E+02  1.5280E+02 -2.8273E+02
0000419   4.3964E+02  4.3992E+01 -1.2233E+02
0000420   3.6454E+01  1.8911E+02  6.3230E+01
0000422   3.2232E+02  1.7828E+01 -1.0543E+02
0000423   4.3473E+02  1.1667E+02  1.3178E+02
0000424   3.8866E+02  3.3670E+01  1.3688E+02
0000425   2.3163E+02 -1.8251E+01 -5.2287E+01
0000426   1.6969E+02  4.0396E+02 -1.5096E+02
0000427   2.4929E+02  1.9852E+02  1.5524E+01
0000428   4.7569E+02 -2.0984E+02 -3.1796E+01
0000429   3.9157E+02 -6.6755E+00 -9.1087E+01
0000430   3.4890E+02 -5.1924E+01 -2.4725E+02
0000431   2.7125E+02 -2.3971E+02  1.1859E+02
0000432   3.0373E+02  1.4338E+01  2.0836E+02
0000433   2.7662E+02  4.3591E+01 -9.7344E+01
0000434   1.7913E+02 -5.9273E+01  1.2401E+02
0000435   1.5141E+02 -2.7982E+01  6.3331E+01
0000436   2.0093E+02  2.4622E+02 -1.7588E+02
0000437   5.3476E+02  2.7532E+02 -2.4048E+02
0000438   4.5896E+02 -1.9317E+02 -2.6238E+01
0000439   2.4582E+02 -1.1799E+02  5.8271E+01
0000440   3.1872E+02 -3.8552E+01 -9.8817E+01
0000441   4.2840E+02  2.3593E+02 -6.5292E+01
0000442   3.6839E+02 -1.4306E+02 -4.8294E+02
0000443   3.4376E+02  1.8680E+02  7.1085E+01
0000444   3.5047E+01  1.7386E+02  1.3908E+02
0000445   4.0210E+02 -2.8843E+02  6.8275E+00
0000446   3.0558E+02  1.1016E+02  2.6597E+02
0000447   2.3413E+01 -1.6919E+02  1.5239E+02
0000448   5.7995E+02 -5.4908E+01  3.5703E+02
0000449   4.7133E+02 -8.3727E+01  2.5167E+02
0000450   4.1447E+02  1.3560E+02 -2.5339E+02
0000451   4.5160E+02 -6.3625E+01  7.3425E+01
0000452   3.9158E+02  1.8903E+02 -1.8214E+01
0000453   1.6653E+02  2.1255E+02 -1.4170E+01
0000454   2.8319E+02 -3.7442E+02 -1.9013E+02
0000456   2.5397E+02 -5.6262E+01  6.2896E+01
0000457   6.1326E+02 -2.8755E+02  3.6467E+02
0000458   2.8369E+02  7.6056E+01 -5.1069E+02
0000459   3.8865E+02  5.6756E+01 -1.6824E+02
0000460   3.9130E+02 -4.5889E+01 -3.1568E+00
0000461   3.2438E+02  2.6052E+02  2.6951E+02
0000462   4.8955E+02  9.1308E+01 -6.5953E+01
0000463   4.1889E+02  3.0892E+02  2.4847E+02
0000464   1.3965E+02  3.1345E+01  3.3066E+01
0000465   4.6686E+02  9.9079E+01  2.0916E+02
0000466   2.4536E+02 -2.1565E+02  2.1177E+02
0000467   2.5797E+02 -6.6490E+01  3.3870E+02
0000468   2.8445E+02 -1.1882E+02 -4.8322E+01
0000469   4.9238E+02 -4.2583E+01 -2.3222E+01
0000470   6.3518E+02 -2.2662E+02  1.6675E+02
0000471   2.3833E+02 -1.7185E+02  3.1922E+02
0000472   1.1969E+01  3.2501E+01  6.6795E+01
0000473   5.3932E+02  1.9704E+01 -6.6735E-01
0000474   1.5987E+02 -2.8619E+02 -1.2151E+02
0000475   3.3234E+02  2.0502E+02 -4.2461E+01
0000477   3.9202E+02 -5.8253E+02  6.1431E+01
0000478   2.2155E+02 -9.7564E+01  3.7003E+02
0000479   5.5254E+02  2.9308E+01 -1.7920E+02
0000480   5.4851E+02  2.0739E+02  1.6199E+02
0000482   3.3445E+02  9.7946E+00  3.0069E+01
0000483   5.3078E+02 -1.7527E+02 -3.1850E+01
0000484   9.5477E+01  7.0427E+01  1.4534E+02
0000485   2.3762E+02  3.4539E+02 -1.6835E+02
0000486   2.4607E+02 -1.4029E+02 -7.3171E+00
0000487   7.8342E+01 -1.0029E+02  3.2003E+02
0000488   1.0724E+02  1.2439E+02  1.6751E+02
0000489   1.9792E+02 -1.2974E+02  1.1541E+01
0000490   4.3228E+02  2.8425E+01 -2.4181E+01
0000491   6.2793E+02 -9.2273E+01 -2.8298E+02
0000492   4.5642E+01  5.1754E+01  2.5406E+01
0000493   3.7609E+02 -7.8538E+01  1.0107E+02
0000494   4.7731E+02  2.2485E+02  4.6819E+01
0000495   1.9812E+02 -8.4785E+01  1.9624E+02
0000496   3.5311E+02  4.9976E+01  1.7086E+02
0000497   3.8170E+02 -6.2488E+01 -2.1348E+02
