# Columns: Run, BGO, energies (1764.5, 4438.9, 6128.6, 11660.1), position in channel
460, 3, 4438.9, 3000
460, 3, 6128.6, 4300
460, 3, 11660.1, 7900
460, 4, 1764.5, 1200
460, 4, 4438.9, 3150
460, 4, 6128.6, 4400
460, 4, 11660.1, 8000
460, 5, 1764.5, 1250
460, 5, 4438.9, 3200
460, 5, 6128.6, 4600
460, 5, 11660.1, 8450
460, 6, 1764.5, 1300
460, 6, 4438.9, 3550
460, 6, 6128.6, 5000
460, 6, 11660.1, 8700
501, 1, 1764.5, 1300
501, 1, 4438.9, 3350
501, 1, 6128.6, 4700
501, 1, 11660.1, 8450
501, 2, 1764.5, 1250
501, 2, 4438.9, 3300
501, 2, 6128.6, 4600
501, 2, 11660.1, 8500
501, 3, 1764.5, 1200
501, 3, 4438.9, 3100
501, 3, 6128.6, 4300
501, 3, 11660.1, 8200
501, 4, 1764.5, 1200
501, 4, 4438.9, 3150
501, 4, 6128.6, 4400
501, 4, 11660.1, 8000
501, 5, 1764.5, 1250
501, 5, 4438.9, 3300
501, 5, 6128.6, 4600
501, 5, 11660.1, 8400
501, 6, 1764.5, 1300
501, 6, 4438.9, 3650
501, 6, 6128.6, 5000
501, 6, 11660.1, 8750
560, 1, 1764.5, 1200
560, 1, 5617.6, 4500
560, 1, 6128.6, 5000
560, 1, 7115.2, 5800
560, 2, 1764.5, 1300
560, 2, 5617.6, 4650
560, 2, 6128.6, 5300
560, 2, 7115.2, 6000
560, 3, 1764.5, 1100
560, 3, 5617.6, 4080
560, 3, 6128.6, 4610
560, 3, 7115.2, 5300
560, 4, 1764.5, 1155
560, 4, 5617.6, 4300
560, 4, 6128.6, 4650
560, 4, 7115.2, 5400
560, 5, 1764.5, 1200
560, 5, 5617.6, 4500
560, 5, 6128.6, 4900
560, 5, 7115.2, 5800
560, 6, 1764.5, 1200
560, 6, 5617.6, 4800
560, 6, 6128.6, 5300
560, 6, 7115.2, 6000
579, 1, 1764.5, 1400
579, 1, 6128.6, 5100
579, 1, 11660.1, 9000
579, 2, 1764.5, 1400
579, 2, 6128.6, 5100
579, 2, 11660.1, 9200
579, 3, 1764.5, 1200
579, 3, 6128.6, 4700
579, 3, 11660.1, 8650
579, 4, 1764.5, 1300
579, 4, 6128.6, 4700
579, 4, 11660.1, 8700
579, 5, 1764.5, 1350
579, 5, 6128.6, 5000
579, 5, 11660.1, 9200
579, 6, 1764.5, 1450
579, 6, 6128.6, 5400
579, 6, 11660.1, 9300
581, 1, 1764.5, 1400
581, 1, 5617.6, 4650
581, 1, 6128.6, 5100
581, 1, 11660.1, 9100
581, 2, 1764.5, 1400
581, 2, 5617.6, 4650
581, 2, 6128.6, 5100
581, 2, 11660.1, 9200
581, 3, 1764.5, 1330
581, 3, 5617.6, 4300
581, 3, 6128.6, 4750
581, 3, 11660.1, 8700
581, 4, 1764.5, 1280
581, 4, 5617.6, 4300
581, 4, 6128.6, 4750
581, 4, 11660.1, 8700
581, 5, 1764.5, 1300
581, 5, 5617.6, 4550
581, 5, 6128.6, 5000
581, 5, 11660.1, 9200
581, 6, 1764.5, 1400
581, 6, 5617.6, 4900
581, 6, 6128.6, 5400
581, 6, 11660.1, 9300
1249, 1, 511, 680
1249, 1, 1633.6, 2100
1249, 1, 5617.6, 8000
1249, 1, 6128.6, 8700
1249, 1, 6639.6, 9600
1249, 1, 8870, 12500
1249, 2, 511, 720
1249, 2, 1633.6, 2300
1249, 2, 5617.6, 8800
1249, 2, 6128.6, 9400
1249, 2, 6639.6, 10500
1249, 2, 8870, 13700
1249, 3, 511, 700
1249, 3, 1633.6, 2000
1249, 3, 5617.6, 7900
1249, 3, 6128.6, 8500
1249, 3, 6639.6, 9600
1249, 3, 8870, 12600
1249, 4, 511, 740
1249, 4, 1633.6, 2300
1249, 4, 5617.6, 8800
1249, 4, 6128.6, 9600
1249, 4, 6639.6, 10500
1249, 4, 8870, 13700
1249, 5, 511, 700
1249, 5, 1633.6, 2000
1249, 5, 5617.6, 8000
1249, 5, 6128.6, 8700
1249, 5, 6639.6, 9800
1249, 5, 8870, 13200
1249, 6, 511, 680
1249, 6, 1633.6, 2200
1249, 6, 5617.6, 8400
1249, 6, 6128.6, 9000
1249, 6, 6639.6, 9900
1249, 6, 8870, 12700
1563, 1, 511, 1000
1563, 1, 6128.6, 11100
1563, 1, 5617.6, 10500
1563, 1, 9637, 14700
1563, 2, 511, 800
1563, 2, 6128.6, 9600
1563, 2, 5617.6, 9000
1563, 2, 9637, 14000
1563, 3, 511, 900
1563, 3, 6128.6, 10300
1563, 3, 5617.6, 9650
1563, 3, 9637, 14100
1563, 4, 511, 800
1563, 4, 6128.6, 9700
1563, 4, 5617.6, 9000
1563, 4, 9637, 13900
1563, 5, 511, 800
1563, 5, 6128.6, 9700
1563, 5, 5617.6, 9000
1563, 5, 9637, 14000
1563, 6, 511, 900
1563, 6, 6128.6, 10100
1563, 6, 5617.6, 9500
1563, 6, 9637, 13800
1447, 1, 511, 1000
1447, 1, 763, 1500
1447, 1, 1380, 2800
1447, 1, 2373, 4800
