Run,BGO,Energy,Channel
3221,HPGe,511.0,355.75
3221,HPGe,5106.0,3555.49
3221,HPGe,5617.0,3911.02
3221,HPGe,6128.0,4257.06
3223,HPGe,511.0,356.12
3223,HPGe,5106.0,3556.64
3223,HPGe,5617.0,3910.04
3223,HPGe,6128.0,4258.47
3291,HPGe,511.0,356.12
3291,HPGe,5106.0,3551.66
3291,HPGe,5617.0,3910.04
3291,HPGe,6128.0,4258.47
