Run,BGO,Energy,Channel
2938,BGO2,5617.0,9280.25
2938,BGO2,6128.0,9901.02
2938,BGO2,7050.0,10823.04
2938,BGO2,12256.0,14151.03
2938,BGO3,511.0,909.84
2938,BGO3,1533.0,2976.81
2938,BGO3,5617.0,9897.45
2938,BGO3,6128.0,10367.79
2938,BGO3,7050.0,11101.82
2938,BGO3,12256.0,14084.37
2938,BGO4,511.0,803.95
2938,BGO4,1533.0,2589.95
2938,BGO4,5617.0,9073.79
2938,BGO4,6128.0,9731.26
2938,BGO4,7050.0,10640.48
2938,BGO4,12256.0,13825.12
2938,BGO5,511.0,787.04
2938,BGO5,1533.0,2547.32
2938,BGO5,5617.0,9081.52
2938,BGO5,6128.0,9728.78
2938,BGO5,7050.0,10787.71
2938,BGO5,12256.0,13986.45
2938,BGO6,511.0,831.56
2938,BGO6,1533.0,2766.82
2938,BGO6,5617.0,9609.05
2938,BGO6,6128.0,10128.70
2938,BGO6,7050.0,11051.76
2938,BGO6,12256.0,13892.61
3000,BGO1,511.0,964.72
3000,BGO1,1779.0,3318.66
3000,BGO1,5617.0,10599.95
3000,BGO1,6128.0,11107.13
3000,BGO1,12256.0,14611.98
3000,BGO2,511.0,785.15
3000,BGO2,1779.0,2686.07
3000,BGO2,5617.0,9140.99
3000,BGO2,6128.0,9761.53
3000,BGO2,12256.0,13855.13
3000,BGO3,511.0,868.71
3000,BGO3,1779.0,3009.59
3000,BGO3,5617.0,9886.87
3000,BGO3,6128.0,10320.57
3000,BGO3,12256.0,14049.20
3000,BGO4,511.0,770.98
3000,BGO4,1779.0,2624.07
3000,BGO4,5617.0,9116.38
3000,BGO4,6128.0,9693.78
3000,BGO4,12256.0,14007.11
3000,BGO5,511.0,788.32
3000,BGO5,1779.0,2595.43
3000,BGO5,5617.0,8948.21
3000,BGO5,6128.0,9690.09
3000,BGO5,12256.0,14098.13
3000,BGO6,511.0,790.20
3000,BGO6,1779.0,2736.77
3000,BGO6,5617.0,9374.75
3000,BGO6,6128.0,10087.43
3000,BGO6,12256.0,14166.61
2155,BGO1,511.0,1030.81
2155,BGO1,763.0,1557.72
2155,BGO1,1380.0,2859.36
2155,BGO1,2373.0,4923.14
2155,BGO1,5182.0,10156.72
2155,BGO1,6175.0,11259.58
2155,BGO1,6792.0,11760.24
2155,BGO1,7564.0,12341.95
2155,BGO2,511.0,862.30
2155,BGO2,763.0,1306.76
2155,BGO2,1380.0,2390.87
2155,BGO2,2373.0,4064.32
2155,BGO2,5182.0,8807.45
2155,BGO2,6175.0,10204.55
2155,BGO2,6792.0,10944.92
2155,BGO2,7564.0,11737.21
2155,BGO3,511.0,871.08
2155,BGO3,763.0,1327.50
2155,BGO3,1380.0,2436.46
2155,BGO3,2373.0,4119.23
2155,BGO3,5182.0,9075.71
2155,BGO3,6175.0,10531.61
2155,BGO3,6792.0,11143.46
2155,BGO3,7564.0,11778.24
2155,BGO4,511.0,821.36
2155,BGO4,763.0,1241.36
2155,BGO4,1380.0,2273.42
2155,BGO4,2373.0,3942.34
2155,BGO4,5182.0,8442.04
2155,BGO4,6175.0,9873.28
2155,BGO4,6792.0,10581.82
2155,BGO4,7564.0,11303.76
2155,BGO5,511.0,812.94
2155,BGO5,763.0,1234.18
2155,BGO5,1380.0,2262.08
2155,BGO5,2373.0,3854.67
2155,BGO5,5182.0,8469.03
2155,BGO5,6175.0,9973.49
2155,BGO5,6792.0,10768.00
2155,BGO5,7564.0,11518.01
2155,BGO6,511.0,920.70
2155,BGO6,763.0,1389.69
2155,BGO6,1380.0,2569.70
2155,BGO6,2373.0,4379.61
2155,BGO6,5182.0,9239.36
2155,BGO6,6175.0,10401.33
2155,BGO6,6792.0,10958.04
2155,BGO6,7564.0,11537.25
3187,BGO1,511.0,1013.33
3187,BGO1,1779.0,3318.66
3187,BGO1,5617.0,10739.16
3187,BGO1,6128.0,11174.55
3187,BGO1,7050.0,11884.80
3187,BGO1,12256.0,14946.40
3187,BGO2,511.0,824.66
3187,BGO2,1779.0,2686.07
3187,BGO2,5617.0,9229.24
3187,BGO2,6128.0,9857.32
3187,BGO2,7050.0,10722.88
3187,BGO2,12256.0,14199.22
3187,BGO3,511.0,911.74
3187,BGO3,1779.0,3009.59
3187,BGO3,5617.0,9886.92
3187,BGO3,6128.0,10366.55
3187,BGO3,7050.0,11043.97
3187,BGO3,12256.0,14245.53
3187,BGO4,511.0,806.48
3187,BGO4,1779.0,2624.07
3187,BGO4,5617.0,9076.55
3187,BGO4,6128.0,9734.91
3187,BGO4,7050.0,10635.38
3187,BGO4,12256.0,14019.70
3187,BGO5,511.0,813.67
3187,BGO5,1779.0,2595.43
3187,BGO5,5617.0,9024.33
3187,BGO5,6128.0,9753.79
3187,BGO5,7050.0,10746.11
3187,BGO5,12256.0,14220.62
3187,BGO6,511.0,834.08
3187,BGO6,1779.0,2736.77
3187,BGO6,5617.0,9449.84
3187,BGO6,6128.0,10139.15
3187,BGO6,7050.0,11001.70
3187,BGO6,12256.0,14106.46
