### Start time: 2025-03-14 16:57:24.852293 ###
2.04226017e-01	-2.959e-02	4.165e-03	-1.285e-02	2.871e-06	
7.06115007e-01	-3.097e-02	4.630e-03	-1.514e-02	1.856e-06	
1.20794392e+00	-3.062e-02	3.431e-03	-1.561e-02	2.972e-06	
1.71072006e+00	8.839e+01	1.341e+02	6.754e+00	2.320e-06	
2.21246290e+00	8.793e+01	1.648e+02	6.545e+00	1.857e-06	
2.72037792e+00	8.772e+01	1.653e+02	6.653e+00	1.508e-06	
3.37140703e+00	8.756e+01	1.647e+02	6.694e+00	2.814e-06	
3.87305093e+00	8.856e+01	1.639e+02	6.593e+00	2.033e-06	
4.37485099e+00	8.649e+01	1.668e+02	6.763e+00	2.441e-06	
4.87649989e+00	8.841e+01	1.645e+02	6.722e+00	2.369e-06	
5.41306710e+00	8.662e+01	1.661e+02	6.757e+00	2.807e-06	
6.01120496e+00	8.730e+01	1.655e+02	6.671e+00	2.612e-06	
6.52874804e+00	8.832e+01	1.643e+02	6.664e+00	2.132e-06	
7.18670011e+00	8.687e+01	1.655e+02	6.589e+00	2.511e-06	
7.68832994e+00	8.813e+01	1.650e+02	6.710e+00	2.665e-06	
8.18997788e+00	8.673e+01	1.660e+02	6.438e+00	2.615e-06	
8.69168901e+00	8.803e+01	1.649e+02	6.750e+00	1.841e-06	
9.21380305e+00	8.645e+01	1.664e+02	6.644e+00	1.201e-06	
9.85906506e+00	8.812e+01	1.644e+02	6.699e+00	3.008e-08	
1.03606470e+01	8.704e+01	1.657e+02	6.656e+00	-1.756e-06	
1.09973581e+01	8.770e+01	1.653e+02	6.621e+00	1.711e-07	
1.14990211e+01	8.775e+01	1.654e+02	6.620e+00	-1.120e-07	
1.20008230e+01	8.655e+01	1.661e+02	6.751e+00	6.430e-07	
1.25024631e+01	8.789e+01	1.647e+02	6.734e+00	6.636e-07	
1.30042250e+01	8.622e+01	1.671e+02	6.715e+00	-1.205e-06	
1.36588659e+01	8.829e+01	1.644e+02	6.593e+00	1.020e-07	
1.41604631e+01	8.766e+01	1.653e+02	6.725e+00	-3.636e-07	
1.46620109e+01	8.699e+01	1.664e+02	6.710e+00	-4.234e-07	
1.51636341e+01	8.777e+01	1.652e+02	6.597e+00	-1.507e-06	
1.56753070e+01	8.704e+01	1.666e+02	6.564e+00	-1.158e-07	
1.63259060e+01	8.713e+01	1.661e+02	6.715e+00	-3.716e-07	
1.68275349e+01	8.646e+01	1.664e+02	6.608e+00	-1.228e-07	
1.73292429e+01	8.806e+01	1.651e+02	6.737e+00	1.418e-06	
1.78307841e+01	8.635e+01	1.670e+02	6.724e+00	1.165e-06	
1.83477120e+01	8.815e+01	1.648e+02	6.633e+00	-2.234e-07	
