E_cm,S_factor
188.7916541411982, 4.9031614123032545
198.26647516617118, 11.787686347935866
203.16087154992928, 25.395800383208208
230.98930788900392, 19.66304592933762
235.56824803025413, 23.605645078046823
240.4800872885979, 21.54434690031882
259.45719258789165, 32.20597918721083
249.63945207106295, 28.86140441430084
268.94277623760905, 45.57536534100906
280.71931445791625, 65.68410965708341
290.2011868577218, 111.5883992507748
299.67897688262434, 231.781818060089
