Run Number,Scan,Charge,Energy,Yield,Yield Error
2416,Scan 1,1765.0739844777,339.4436218,17.07577147760108,0.09835777823837084
2417,Scan 1,1891.8459593242999,340.4438749,32.15536640294297,0.13037185515125163
2418,Scan 1,1586.6789498924998,341.4312151,52.962825280875826,0.18270104950438876
2419,Scan 1,2450.3903716832,342.4314682,72.91001550796898,0.1724947798247158
2420,Scan 1,2621.8488625013,343.4247682,89.98268488097605,0.18525743521591642
2421,Scan 1,1686.5199903072,344.4190615,100.29231848546912,0.24385860717106408
2422,Scan 1,2116.2869575608997,345.4262677,111.41683747451566,0.22945003896663776
2423,Scan 1,2170.1599632609,346.4126146,113.94090951178092,0.2291363376643011
2424,Scan 1,2281.5578619086,347.4059146,112.48892885201852,0.22204405354673773
2425,Scan 1,2441.7893056374996,348.4002079,108.79972296816995,0.2110861802531259
2426,Scan 1,2140.6605106754996,349.400461,103.43022580919799,0.21981121034729958
2427,Scan 1,2189.6920000594,350.3947543,91.67408018778649,0.20461231296889573
2428,Scan 1,2446.2588027683005,351.3880543,85.14389391845872,0.1865630157007533
2429,Scan 1,3128.0542476807,352.3813543,74.50510174905045,0.15433195868459884
2430,Scan 1,1614.4071335123,353.3756476,64.0135922684912,0.19912673172226147
2431,Scan 1,1870.3259620529,354.3699409,53.4072680520139,0.16898242193554155
2432,Scan 1,1775.4972700129001,356.363494,34.993013534483545,0.14038822010937388
2433,Scan 1,2867.6764649048,358.350094,22.391996023907012,0.0883652128972018
2434,Scan 1,4213.1997160661,360.3446404,14.554971074871759,0.05877594903108108
2435,Scan 1,2489.2811700554,362.3381935,9.543719000401742,0.06191870217559914
2436,Scan 1,13753.8016095763,218.5500721,0.2782503418789603,0.004497865613374361
2437,Scan 1,10358.4560157804,220.5714376,0.4261252828872925,0.006413884546719964
2438,Scan 1,7112.7911902674,222.5520778,0.7694588317858726,0.010400941764458785
2440,Scan 1,6395.3765806459,225.5329711,8.30990940562137,0.03604666441987299
2441,Scan 1,6514.39384845694,226.5401773,11.10909190993142,0.041295456758609725
2442,Scan 1,4298.038319181601,227.5334773,13.210212609461152,0.05543955837900199
2443,Scan 1,6998.8825550111,228.5277706,15.341591912143425,0.046818862740446374
2444,Scan 1,4340.709801193,229.5280237,16.85599898428842,0.062315613097478455
2445,Scan 1,4054.79484167196,230.5282768,17.808052643725286,0.06627103796607682
2446,Scan 1,3560.6261233796004,231.5215768,18.204944229998112,0.07150418970126769
2447,Scan 1,2708.7807758396,232.5148768,18.001456756826684,0.08152051159123082
2448,Scan 1,2898.1498888775,234.5094232,16.11269319755111,0.07456304706509188
2449,Scan 1,2969.0543443997003,236.5029763,13.014918394096572,0.06620818023780732
2450,Scan 1,4658.0232551912995,238.5044758,10.69616815340563,0.047919611088024755
2451,Scan 1,5015.418191516799,240.4910758,8.27069616451166,0.04060854770085067
2452,Scan 1,4403.8347578553,242.4786691,6.348103763460638,0.037967019123497446
2453,Scan 1,5945.0939531038,244.4732155,4.8527408023447745,0.02857025958790002
