Run Number,Scan,Charge,Energy,Yield,Yield Error
2046,Scan 2,2999.1680512557,340.3435516,141.39221035728684,0.21712625481599346
2047,Scan 2,3026.2007118386,339.3502516,72.96773116738893,0.15528036984771373
2048,Scan 2,2901.4149906596003,338.3569516,42.560612803591745,0.12111530047203858
2049,Scan 2,2838.4776161557,337.3557052,28.180246884713263,0.09963906875992773
2050,Scan 2,2722.76589301902,335.375065,14.769172811773242,0.07365003120712194
2051,Scan 2,2842.9696927948,333.388465,9.06974142754645,0.05648216535682281
2052,Scan 2,2565.4047324124003,331.3939186,6.082081241554265,0.04869094042900266
2053,Scan 2,2541.5919160443,329.4063253,4.30635615847986,0.04116253021180627
2054,Scan 2,3300.7955257477997,344.3187382,353.5120521395047,0.32725990601983945
2055,Scan 2,3092.5429877265,345.3120382,346.6858841591044,0.33481908630844104
2056,Scan 2,2804.4734036165,346.3122913,323.66575444411876,0.3397212494792601
2057,Scan 2,2292.9623697340003,347.2996315,284.3182289448686,0.3521306990264739
2058,Scan 2,2696.2549524101005,348.8005078,219.5485999834199,0.2853545870027946
2059,Scan 2,2753.9202864460995,350.2874779,161.72436151910276,0.24233271053622205
2060,Scan 2,193.38444647631,351.774448,100.23556885364398,0.7199463907699135
2061,Scan 2,2539.3046527390998,351.774448,118.91208078333096,0.21639916722460598
2062,Scan 2,2598.2095807392,353.2683712,85.92186005891278,0.18185060286534457
2063,Scan 2,3042.1864362524,355.2619243,58.58023619996652,0.13876586473969146
2064,Scan 2,2794.7143637253002,357.2495176,41.5945906704568,0.12199715806934024
2065,Scan 2,2952.0112301513,359.244064,30.942971716038603,0.10238162243790891
2066,Scan 2,2728.6523590644,361.2376171,24.043004152604706,0.0938685828997544
2067,Scan 2,3314.538375592,363.2252104,19.163151185013934,0.07603646836215942
2068,Scan 2,3225.0399898695996,365.2058506,15.78243995729741,0.06995512239858168
2070,Scan 3,3423.653875026592,363.2619625,16.30947579347994,0.06902001912885711
2071,Scan 3,2695.8516128300603,361.2684094,20.81420198832626,0.08786823250379662
2072,Scan 3,2802.1960222276,359.2808161,27.529123368991197,0.09911672298827515
2073,Scan 3,2751.4273592851987,357.2932228,37.73459606324942,0.11710914950487772
2074,Scan 3,2793.55763277646,355.2927166,53.591520090174505,0.1385062018421983
2075,Scan 3,2716.066366765159,353.3051233,80.01719054414819,0.17164116777808025
2076,Scan 3,2805.101088446435,351.31753,123.39377052243783,0.2097356996808493
2077,Scan 3,2471.6115316883656,350.2815181,153.7049795768228,0.24937554511811846
2078,Scan 3,2311.92068971998,349.2872248,190.98881806948174,0.28742034395809696
2079,Scan 3,2346.999446203803,348.2869717,230.25143907642578,0.31321653661597404
2080,Scan 3,2614.9155257229395,347.2936717,270.38196570595915,0.3215585256309303
2081,Scan 3,2562.755941134311,346.3003717,307.053429228109,0.34614124507867294
2082,Scan 3,2384.653516321914,345.3060784,328.9828038456618,0.3714274149717762
2083,Scan 3,2455.956673405816,344.3058253,337.59471776438727,0.3707553877976248
2084,Scan 3,2543.426420510002,343.3254382,319.53234166571167,0.3544441573872784
2085,Scan 3,2467.692266163948,342.3122722,280.21646356858145,0.33697782583241
2086,Scan 3,2639.1018315478823,341.324932,213.01641084090934,0.28410472551092686
2087,Scan 3,2485.75161010168,340.331632,127.5763027614123,0.226545865814313
2088,Scan 3,2693.292400399432,339.3244258,66.3474192306408,0.15695323243833048
2089,Scan 3,2386.4270656371123,338.3370856,39.04959063775998,0.12791873611580676
2090,Scan 3,2540.53918436762,336.3564454,18.23864803389512,0.08472925199410394
2091,Scan 3,2418.199497513344,334.3628923,10.64924545161845,0.0663610662281409
2092,Scan 3,2821.9876507816,332.3683459,6.775366290034746,0.048999182580140306
2093,Scan 3,3385.178359263936,330.3807526,4.7967930421045075,0.03764304203528906
2096,Scan 4,7412.736727963629,327.5101156,3.0493461226984113,0.020282153881178523
2097,Scan 4,3282.2635983318596,330.5923255,4.903932764017018,0.03865320636700496
2098,Scan 4,2888.2600983011407,332.5789255,7.058574818795415,0.04943566277136002
2099,Scan 4,2749.211809387064,334.5734719,11.01552084731944,0.06329922867098048
2100,Scan 4,3135.8726862858202,336.5610652,18.876085199144093,0.0775848193516583
2101,Scan 4,2799.7340133053485,338.5476652,40.44598503352535,0.1201930405266744
2102,Scan 4,4053.892171047525,339.5419585,67.63228730110832,0.1291638380147624
2103,Scan 4,2752.533976254812,340.5352585,130.81146431111944,0.21800003301676843
2104,Scan 4,2859.817160390222,341.5295518,228.43803060152925,0.2826279248468928
2105,Scan 4,2816.160391601471,342.5298049,310.37756322641104,0.33198347502942427
2106,Scan 4,2872.80454883256,343.5231049,341.9324159728115,0.3449984131755328
2107,Scan 4,3170.292612307704,344.5164049,345.1990506338097,0.329978103365946
2108,Scan 4,3522.334077778006,345.5106982,323.1524820944988,0.30289246930152625
2109,Scan 4,2630.09248193038,346.5039982,295.0550238562074,0.3349392140741376
2110,Scan 4,2913.845119972877,347.5042513,256.76381866410395,0.2968476950196588
2111,Scan 4,2702.0963512918042,348.4985446,214.03529882400687,0.28144418899078116
2112,Scan 4,3177.684279780089,349.4918446,176.31172598392087,0.23555114828653703
2113,Scan 4,2635.0162384482755,350.4990508,141.41810382900786,0.23166523017787005
2114,Scan 4,2759.521649087945,352.479691,92.40152186676094,0.18298802057805777
2115,Scan 4,2671.9664102685674,354.4672843,61.22082948773225,0.1513680121891981
2116,Scan 4,2642.9726385641043,356.4578575,41.78779544990027,0.12574143042228167
2117,Scan 4,2503.780224269994,358.4454508,30.942811692902655,0.11116850997851314
2118,Scan 4,2578.9098285675695,360.4390039,22.893394466914415,0.09421868034477217
2119,Scan 4,2523.5044863849307,362.4265972,17.898521775447445,0.08421831376130716
2120,Scan 4,4080.5290606075905,364.4141905,14.380978331094708,0.05936575266836359
