Run Number,Scan,Dead Time,Charge,Energy,Yield,Yield Error
955,Scan 1,0.0009486166007904862,6140.246938777201,329.4073186,2.7469579781859315,0.02115110636697023
956,Scan 1,0.0007263043215106624,2329.0924490826,331.401865,3.7831902126484036,0.04030284692269909
957,Scan 1,0.0013619592402743796,2180.7132475012004,333.3954181,5.499730166905244,0.050219387343657364
958,Scan 1,0.0014176283326701178,1574.6477751290997,335.3899645,8.384552249445129,0.07297065183862071
959,Scan 1,0.002684881746752521,2486.6442474041,337.3765645,14.976000284211752,0.07760524801709871
960,Scan 1,0.005676931016686759,1072.1321703796002,339.3641578,34.50039550341843,0.1793857220556775
961,Scan 1,0.016224069739284808,765.4827094990001,341.3577109,112.86698132553552,0.3839863287016865
962,Scan 1,0.009534713859881139,652.0630215915,340.3644109,63.16678192320438,0.311242998006214
963,Scan 1,0.012997874561392453,746.6965532602799,340.858081,87.26292800277447,0.3418556934283333
964,Scan 1,0.02383547794337848,1015.4256933204999,342.3669037,169.77216899901111,0.40889252808103993
965,Scan 1,0.013690893070962162,495.12109580500004,341.8583341,146.70238192985175,0.5443307478861619
966,Scan 1,0.01764426679010067,538.8676810856,342.8585872,194.82213908338628,0.6012818367496008
967,Scan 1,0.020263766316717446,405.5121973743,343.8528805,226.7207027379424,0.74772797367538
968,Scan 1,0.013675734887240165,289.7361603376,344.8392274,249.88644391200887,0.9286883512915198
969,Scan 1,0.014274098331439777,286.2083677837,345.8464336,256.55830840150713,0.9467861107494941
970,Scan 1,0.014305990809314384,348.2183001938,346.8337738,252.33607571648275,0.8512632342024005
971,Scan 1,0.012605604723056163,324.73924405199995,348.83428,225.5043428211835,0.8333166654481914
972,Scan 1,0.01257811437659262,571.0369579604,347.8270738,243.48839431959362,0.6529907425925179
973,Scan 1,0.01058826703114879,440.50649675340003,349.8216202,206.08830477202133,0.6839912003090919
974,Scan 1,0.009293906043063127,374.3689815056,350.8149202,188.08560310264198,0.7088067554640971
975,Scan 1,0.010444535073409478,730.7752796282999,352.8084733,137.36155243289937,0.43355147825473
976,Scan 1,0.008008395819744885,838.0334217940001,354.7960666,98.07870883165837,0.34210285640356336
977,Scan 1,0.008383119849542875,1052.9704265651699,356.7836599,64.82826953734111,0.2481270588000093
978,Scan 1,0.007945980806437603,2061.1951848808003,358.7841661,40.59678754590603,0.14034155195373033
979,Scan 1,0.003618705638296915,3024.9509076597,363.7596058,13.601505900119447,0.06705548865637988
980,Scan 1,0.0023422735132092587,5625.4876538722,368.7340522,6.278340348394947,0.03340737403895103
981,Scan 1,0.006784678348631168,1400.1116243412,360.2780893,28.707497771195772,0.1431912034830012
982,Scan 1,0.013571545445845046,841.73485747114,351.8151733,157.8408164259187,0.43303400647369766
984,Scan 2,0.0008005123278898019,4394.481578829442,329.4212248,2.6613747428202714,0.024609296077057488
985,Scan 2,0.001120711471024216,1896.6922298537,331.908448,3.9576334022306523,0.04567929040943286
986,Scan 2,0.0013947628903085985,2403.6884644551,333.8960413,5.655041889049862,0.048504141647342604
987,Scan 2,0.002137579800588152,2644.0045068109002,335.8965475,9.012441617032293,0.058383501334289836
988,Scan 2,0.002015627037858181,1838.8483867365999,337.8901006,16.429246757089622,0.09452264474707366
989,Scan 2,0.004806596072637115,1118.7214316468398,339.8776939,38.427469599583326,0.18533605511232953
990,Scan 2,0.014675240555325764,831.0500355735501,341.8652872,127.32547870721024,0.3914209553748603
991,Scan 2,0.007938137275029122,1183.5962301257998,340.8650341,70.3644626961198,0.24382312953834118
992,Scan 2,0.009719637614351129,914.6998741998001,341.871247,131.49566579762993,0.3791546700004512
993,Scan 2,0.013697511167836685,414.77693090599996,342.8724934,192.86449321710631,0.6818970997870831
994,Scan 2,0.016217192273530356,364.8039994313,343.8657934,231.83840788115617,0.7971919367713663
995,Scan 2,0.012344929779045444,308.48047117914996,344.8660465,263.5553006447745,0.9243193394057482
996,Scan 2,0.012567555496002525,274.6192461531,345.8533867,268.3244795374596,0.9884726617307031
997,Scan 2,0.012367377307532346,277.03439119113995,344.3654233,254.41488742882765,0.9583064639377007
998,Scan 2,0.012863083816481713,1494.8740286674001,346.8466867,267.39284138321153,0.42293399017955136
999,Scan 2,0.012239254340037364,712.8447053693601,347.8270738,257.28142282871937,0.600767942513551
1000,Scan 2,0.01457884236666851,617.1828518272599,349.82758,208.23103431409945,0.5808524195181076
1001,Scan 2,0.016241645391698478,945.7891040231001,348.8412331,229.41379174008475,0.4925072276852573
1002,Scan 2,0.01177346664360912,703.0199206417,351.8280862,166.22838967875083,0.4862602658828066
1003,Scan 2,0.014302957384205395,887.0268807012001,353.8087264,120.66247385115258,0.3688227672846628
1004,Scan 2,0.010106120038262278,3787.81641827934,355.8102259,84.4267065158261,0.14929506864478528
1005,Scan 2,0.006776443848004576,1204.3104402617,357.7968259,55.01820641960679,0.21373910599743318
1006,Scan 2,0.005180841856326057,1874.8863893711,359.7844192,34.70938271606342,0.13606172318192217
1007,Scan 2,0.002303841212174862,2679.80262959198,364.7598589,12.172594835719181,0.06739694000954649
1008,Scan 2,0.0013683073944448232,5825.7212539718,369.7412584,5.906063466011249,0.03184008396387304
1014,Scan 3,0.0010449866764198346,3615.3819674404,329.4212248,2.5769713819318807,0.026697937007451458
1015,Scan 3,0.0012965743141803987,2256.2009958267004,331.4078248,3.4616270552753052,0.03916979016280081
1016,Scan 3,0.0013138110739675524,4252.8814031225,333.408331,5.016370517112408,0.034344181240106644
1017,Scan 3,0.002662990695197265,1405.1070920782,335.3959243,7.681080701694204,0.07393608511339936
1018,Scan 3,0.0017572290450436068,1329.9804405044001,337.3835176,12.989181068037405,0.0988253266326217
1019,Scan 3,0.003631382792342208,1783.4527929052,339.3711109,26.79945562829324,0.12258354513401373
1020,Scan 3,0.005836316551146359,933.0930415168,340.371364,44.489973478884814,0.21835774369895067
1021,Scan 3,0.00679384203480593,423.2651740060001,341.3716171,84.38125471602211,0.44649512473943054
1022,Scan 3,0.010290742562215072,259.19842342009997,342.3649171,148.78509115999313,0.7576411069029078
1023,Scan 3,0.014307565393737343,234.25988632699998,343.3592104,204.3019714029771,0.9338719146222784
1024,Scan 3,0.012685775265136257,267.6523679313,344.3525104,257.4463591797633,0.9807489056819757
1025,Scan 3,0.011926594507773225,290.27984827367004,343.8588403,235.20158238581027,0.9001433469571806
1026,Scan 3,0.013328274250472782,253.4988019982,344.8531336,267.35955999361613,1.0269750750295026
1027,Scan 3,0.014080583189199802,269.11692806182,345.3597166,263.77202651428075,0.9900197526244062
1028,Scan 3,0.012750129750302763,255.9855054306,345.8464336,279.9562207436591,1.0457728761948235
1029,Scan 3,0.013154688053881647,267.7993014609,345.3398506,276.2599175168753,1.015673728221532
