Run Number,Scan,Dead Time,Charge,Energy,Yield,Yield Error
728,Scan 1,0.0007119126720455116,7223.4263897365,329.1778663,1.531665987433947,0.014561643971961647
729,Scan 1,0.001388335031828336,6667.7055378479,332.1041281,2.589792490811692,0.019708078234214253
731,Scan 1,0.0018146210523433126,9020.075009995906,335.1187936,5.011935643857619,0.02357206708090026
732,Scan 1,0.005323770583835596,10155.521363541513,339.0592147,21.88991434685987,0.04642703180796079
733,Scan 1,0.021804568767945787,4044.8616326653005,342.0619606,98.22059320081097,0.15582941542439666
734,Scan 1,0.023544927458286624,3149.9051745170004,345.0239812,108.28415408799766,0.18541023918193264
735,Scan 1,0.01968522158755004,4950.350885551799,347.9969281,92.70308524995991,0.1368450531042854
736,Scan 1,0.02297589920976406,4231.438540850901,342.5496709,104.35687206562048,0.15704224965343289
737,Scan 1,0.0026290674013649262,3791.3281718075,337.6129699,10.479297027622057,0.05257392317293713
738,Scan 1,0.016430723399299407,3435.9417622124997,341.0676673,76.13079108341798,0.14885289113121475
739,Scan 1,0.013965245473069099,5926.802586852899,351.9582085,63.11445861595772,0.10319394127985683
740,Scan 1,0.01027930640639596,3441.1965001539,354.9261889,46.38995686229232,0.11610669101972437
741,Scan 1,0.007889033599818851,4375.228354851799,357.8951626,34.68048534725309,0.0890311987436947
742,Scan 1,0.005723124516628042,3573.0020630541003,362.849743,22.95616490037467,0.08015544589550974
743,Scan 1,0.002940242071624799,4366.555094879801,370.7643574,13.381211614183986,0.055357726706719346
744,Scan 1,0.0019063406547865647,4111.307309778,378.6879115,8.814491671057535,0.04630295047950632
745,Scan 1,0.002066029756374932,4007.4068859846,388.5772063,5.820269598525269,0.038110077408318864
747,Scan 2,0.0006363347120585949,4066.435270613684,329.31,1.2547222314295077,0.017565756763151003
748,Scan 2,0.0010653172647979714,5076.312953785275,332.28,2.0655089881410116,0.02017155368311613
749,Scan 2,0.0018433034518614555,4644.863323860598,335.25,4.018504895814646,0.029413437397023654
750,Scan 2,0.002912621359223322,4188.138962312646,338.22,10.480992247656065,0.050025410182860615
