Run Number,Scan,Dead Time,Charge,Energy,Yield,Yield Error
2838,Scan 1,0.001111189501904919,1447.7572562006821,330.5,4.790655930041594,0.05752407119160184
2839,Scan 1,0.001306711269077998,831.2073637566662,332.5,7.115828252652475,0.09252477500821148
2840,Scan 1,0.0015831949646677446,913.7614399562001,334.5,11.009358007027805,0.10976517740700585
2841,Scan 1,0.0021858134901444615,644.8138245835637,336.4,19.3191099580344,0.17309175733219626
2842,Scan 1,0.00405705751614005,566.576500149348,338.4,42.25046099962495,0.27307783264218305
2843,Scan 1,0.005513055346047513,455.4984646228661,339.4,74.23608068847004,0.40370493545181835
2844,Scan 1,0.011348036424019714,368.9874745858191,340.4,142.82339002231458,0.622148210834604
2845,Scan 1,0.018315594504731747,700.00519376877,341.4,228.6141095842674,0.5714798001125517
2846,Scan 1,0.02209438452385526,458.6016628022599,342.4,281.0204502115002,0.7828006003763653
2847,Scan 1,0.0250832042706034,456.023979202487,343.4,306.7216979688581,0.8201219014531483
2848,Scan 1,0.025165669211896113,347.5231813695,344.4,309.1497852165933,0.9431756605715101
2849,Scan 1,0.02461160169633747,535.9108505989599,345.4,304.91970100184494,0.7543040985218954
2850,Scan 1,0.023043965356652762,415.625959712617,346.4,283.5229281300212,0.825929084983757
2851,Scan 1,0.019205419301740356,583.049727140857,347.4,235.90019273191027,0.6360794275974457
2852,Scan 1,0.015462789392050702,541.3724822114968,348.4,183.04643947463356,0.581477017690355
2853,Scan 1,0.010697238322536662,905.69938269554,349.4,130.0519892430283,0.37893652125514304
2854,Scan 1,0.007532202896441298,1084.9558983635002,350.4,86.83637405516275,0.28290771941264226
2855,Scan 1,0.005082917860047331,557.1296378286999,351.4,60.77599511742696,0.3302842832511947
2856,Scan 1,0.003177599496617889,758.778214242005,353.3,34.75032067268975,0.21400404474897575
2857,Scan 1,0.0028938627386768667,1616.655625084724,355.3,23.914109274794345,0.12162373769313288
2858,Scan 1,0.0024310857510246864,1957.216123402141,357.3,18.51256246319495,0.09725543396100203
2859,Scan 2,0.00452734516479536,9363.48120059252,216.9,1.267984822335047,0.0116369282373028
2860,Scan 2,0.004618781684434081,16032.79925812615,220.9,2.0748495770702857,0.011375975048775171
2861,Scan 2,0.004813130801836318,10285.71030499088,222.9,3.8503531809087415,0.019347869067767528
