Run Number,Scan,Charge,Energy,Yield,Yield Error
671,Scan 4,4451.862867688439,379.6623388,85.74275788467843,0.13878030419433326
672,Scan 4,4031.9182313716565,389.5526269,85.13739126183141,0.14531294728224278
673,Scan 4,4014.293310694582,396.4878475,87.04097407858393,0.14725068386721762
674,Scan 4,5135.4393605182,349.9716085,82.81881454386081,0.126991806781981
675,Scan 4,5361.91691749958,347.0046214,80.6690977602291,0.12265734493869132
676,Scan 4,3813.717631639697,344.0296879,71.696445938091,0.1371117097985421
677,Scan 4,4772.210004801384,341.0756137,35.60551606677918,0.08637714970090309
678,Scan 4,3654.033057861829,339.0969601,11.471707928260637,0.05603092660045747
679,Scan 4,3523.6901523476176,338.1006802,7.688530724516249,0.046711393213395506
680,Scan 4,7688.468558914054,335.0840281,3.3320029604983357,0.020817701066125738
681,Scan 4,4140.461758682878,332.1657127,1.9920483464684313,0.021934389353430978
682,Scan 5,6337.533756134656,209.4792565,0.09546300237286584,0.0038811229571263954
683,Scan 5,5213.627732570691,214.4278771,0.15823914600692368,0.00550917992346334
684,Scan 5,4651.522042003742,219.3894106,0.29216243365678685,0.007925280553212923
685,Scan 5,4107.121277998405,224.3509441,2.282377209121128,0.023573547744580297
686,Scan 5,4162.3543963476795,229.3194307,10.121194878784433,0.04931129025216609
687,Scan 5,6184.453488794512,234.2610982,10.639258605342912,0.041476778634826704
688,Scan 5,7342.223345489428,239.2295848,11.614601734008609,0.0397730014035794
689,Scan 5,5774.440602355771,244.1851585,11.982459386935606,0.04555310907416434
690,Scan 5,4994.747324162945,227.3258776,8.919970742957755,0.04225955830475085
691,Scan 5,4679.940674218762,226.3385374,7.562275349977153,0.04019815026889428
692,Scan 5,4847.401085852081,225.3511972,5.48850807449191,0.033649039800378006
693,Scan 5,4819.877607190916,222.3703039,0.5390178364952604,0.010575077606421818
694,Scan 5,4574.55919399537,223.3645972,0.8352717361304446,0.013512610772036918
695,Scan 5,5407.3787029656705,250.1131729,12.29782555520454,0.047689280593385626
696,Scan 5,5856.673900964082,255.0687466,12.470388694166072,0.046143918704747454
697,Scan 5,5082.028336457521,260.023327,12.607958035248467,0.04980854279911155
698,Scan 5,4838.763717542788,264.9649945,13.180226132716935,0.05219083233327985
699,Scan 5,6509.217321835946,269.9136151,13.617151743060814,0.045738166676675324
700,Scan 5,5389.9956693883105,274.8622357,14.614668513998943,0.05207152255564478
701,Scan 5,4604.49112604722,279.8168161,15.589996382862795,0.0581878334449516
702,Scan 5,4481.210138179708,284.7654367,17.26854970283402,0.0620769366744003
703,Scan 5,4302.998972813968,289.7071042,19.180343876779297,0.06676403457797736
704,Scan 5,3819.490634604351,294.6557248,22.193535240538914,0.0762272967823116
705,Scan 5,4329.571873305504,299.6043454,26.350642358755405,0.07801410428476485
711,Scan 6,8723.085956330566,329.1977323,1.24554544737863,0.011949361870045642
712,Scan 6,4509.25539395968,332.1657127,1.8761412386028287,0.02039765998256469
713,Scan 6,4396.722249932662,335.12674,3.107314773001465,0.026584476295826758
714,Scan 6,4300.409056881436,338.1026668,7.001426980956643,0.040349522351029316
715,Scan 6,7574.153458504686,339.0949735,10.508237050654255,0.03724756447845107
716,Scan 6,9492.858767980622,341.0686606,32.40025028471253,0.05842189942193308
717,Scan 6,11474.260260788149,344.036641,66.9314607255778,0.07637527788984977
718,Scan 6,9902.199518787338,347.0046214,75.04262043903972,0.08705388535133135
719,Scan 6,5527.1015842065035,348.9912214,79.09063970329724,0.1196227606361403
720,Scan 6,5286.777354927988,358.8884626,78.44287212387229,0.12180952026435116
721,Scan 6,4285.482356438432,368.7787507,82.80654789462746,0.13900566002334563
722,Scan 6,9771.956040794461,378.6749986,81.67371984361827,0.09142193638089909
723,Scan 6,5293.31483167884,388.5652867,84.77561117551652,0.12655275442232794
724,Scan 6,4734.214855150252,396.4818877,83.63583236389331,0.1329144534611807
725,Scan 6,3769.300821191754,353.2534717,84.43926741282729,0.14967243659661658
726,Scan 6,4434.231040268831,363.843043,80.44325989346157,0.1346900989482321
727,Scan 6,4254.806410295125,358.8884626,79.44873806292698,0.136648100556426
